PlayerScore,PlayerLevel,TimePlayed,AchievementsCount,GameGenre
7.432893060451008,9.0,1.1035670243080717,0.16068116880161298,Strategy
64.17959168028132,9.0,30.069743550009218,13.746456376129942,Strategy
4.729852305495413,2.0,10.68367203387389,7.041884537222662,Strategy
79.6053417392326,2.0,266.31176945924284,47.49571598682691,Action
31.10455451804231,7.0,26.164179606552302,11.878780112108043,Strategy
48.22451149026294,6.0,49.57033834535744,21.723093106344617,Role-Playing
75.0316927095585,7.0,49.600739308043465,16.114674341407856,Role-Playing
94.05995346736171,6.0,169.74173067106955,40.73146355774807,Action
30.002906912494684,10.0,29.98343902230629,18.75657132240566,Strategy
53.16828675237029,7.0,62.336456716859566,21.743485143569,Role-Playing
78.41248121148953,7.0,151.99170012461474,32.74539180664678,Action
48.832927022629775,9.0,46.91728589772544,19.694450517308045,Role-Playing
69.35676450016535,1.0,120.5205235599811,35.08091864478817,Action
30.25055220895306,10.0,21.66852797314856,11.603431023526394,Strategy
84.66350676036936,1.0,260.4609014985873,46.54802045139344,Action
51.52201405420438,3.0,89.82928955655102,34.942122650588395,Action
49.63100207789317,5.0,52.810725631635584,19.692945316127286,Role-Playing
85.0721200631298,6.0,112.74915033686254,31.933697342415734,Role-Playing
49.7564525569411,8.0,25.05080114415726,13.990090057217468,Strategy
44.54422252335916,10.0,24.036498691913433,14.510380623976657,Strategy
50.16586434500793,10.0,37.93309216814132,17.38792841877971,Role-Playing
51.81284383834742,4.0,93.91611431236122,28.203225024984366,Role-Playing
47.65096603984591,6.0,28.96302172261907,14.754440150916372,Strategy
31.215470926270562,8.0,34.194957132596,18.50640563871546,Role-Playing
44.063768105622735,6.0,31.72229086888086,16.910899327986307,Role-Playing
43.34474144729351,2.0,68.13106912571,24.10161719993064,Role-Playing
60.44095233028395,6.0,72.49633189991644,25.87529433787693,Role-Playing
79.69591841485204,7.0,63.76399996653042,29.780300525960705,Role-Playing
55.615741417114016,3.0,118.55900748943981,32.574771981977044,Role-Playing
88.66437352028407,6.0,116.10014884694786,28.39728039971144,Action
33.22213146969009,8.0,19.90396044003601,10.474943170451512,Strategy
88.5549194352729,1.0,298.084701388667,45.50621092499128,Action
74.45900335902249,7.0,61.63559199124289,19.495440769801224,Strategy
11.108076639753712,3.0,12.453036175984051,8.241460891153409,Strategy
30.327359055824196,10.0,4.578198804988303,6.938868642003483,Strategy
14.595162507762929,9.0,3.773272660227932,2.246239048699241,Strategy
60.38710807509739,3.0,122.35781485005093,31.795981647049018,Action
21.466253684957344,3.0,49.192622471147224,20.463840469301367,Role-Playing
72.99298204059465,3.0,98.56353302192568,34.08218444893718,Role-Playing
75.74255996157571,10.0,63.028452966671324,30.14850287440536,Role-Playing
92.31533047686315,8.0,200.35110019898192,44.86419692006931,Action
93.21227348474358,8.0,164.44681148525595,41.7616509103442,Action
14.17070124199288,5.0,26.244756054072358,14.16830550418641,Strategy
27.248839737423808,9.0,28.233216672903087,10.355928128324724,Strategy
81.52162743383205,6.0,110.03430884929546,31.475051075780797,Role-Playing
19.16038186070152,10.0,1.8900648359592305,5.871844192989201,Strategy
36.639449221375735,7.0,40.30430677255633,21.076213110394477,Role-Playing
22.350973217221664,3.0,42.42302326833697,21.458837363561198,Role-Playing
16.825502167460613,4.0,16.920420165039406,5.947330492319933,Strategy
49.11405243418628,3.0,57.54680293081786,16.7623452107147,Strategy
1.1926133360583933,10.0,8.605719313266862,9.576380706557625,Strategy
0.1667363881064503,9.0,1.5454520915169534,3.0709464275168337,Strategy
26.166776451913847,10.0,11.852856271851033,2.935097607849123,Strategy
3.753034985199264,5.0,5.2262752610518115,2.9497377656461907,Strategy
79.63920800324837,2.0,120.62986765796684,38.47241053598205,Action
66.55265260782184,2.0,74.24299086885405,28.795785321432227,Action
37.974149435297576,7.0,17.65420306248066,8.91436888490549,Strategy
75.9071675969596,2.0,193.39979100463324,42.49203988306712,Action
5.944853058135578,4.0,36.38883609038668,16.33940730533767,Strategy
91.20540817965086,6.0,112.58991570965615,32.32420167276409,Role-Playing
59.93356977041517,3.0,53.65415432782033,24.357810828199185,Role-Playing
92.94353138486125,7.0,199.5559329048619,44.276193302207844,Action
92.35140011322923,8.0,205.72107363767282,46.849185831995754,Action
83.42080082456695,5.0,187.41954802168974,37.64218225632356,Action
57.2615316558724,5.0,84.68367140458602,30.13951075150638,Role-Playing
32.2846910459823,6.0,28.75248322651355,13.451150935350281,Strategy
75.88294569333758,2.0,232.47279114340853,44.66075637321792,Action
68.87546580813859,2.0,198.76706472049148,35.59032261831319,Action
71.47950090795393,2.0,161.12863430009543,40.00417920075435,Action
54.36033831741328,4.0,66.63367569670521,27.55887314173382,Role-Playing
75.76061540347769,5.0,170.10401898857899,35.27522216401498,Action
76.16094455878971,2.0,172.54655215603898,31.61337559280076,Action
98.20808475469687,5.0,207.33650225393149,41.42614520107071,Action
90.0788597378998,8.0,119.47461608520375,32.02777544085042,Action
87.56914046126604,5.0,106.4771066431969,33.78739671533221,Action
75.79915215811819,7.0,134.53145002019963,39.89366393945541,Action
61.92672850870282,1.0,122.71528283303623,32.17855463025737,Action
53.21483390566978,8.0,45.258295308198655,17.19472607496778,Role-Playing
72.92180439138102,7.0,70.21534098981986,25.483082602773415,Role-Playing
38.948227712689786,4.0,39.328859656066804,15.991315311670494,Role-Playing
93.40884505937268,10.0,186.43977016684357,41.92810707054237,Action
66.47201391231658,10.0,38.727134965889434,19.29898887347817,Role-Playing
22.79763230199811,8.0,11.130360638185984,11.347416190154306,Strategy
49.94639617790805,5.0,78.18134459296832,29.593039822595955,Role-Playing
70.26336548570437,1.0,113.26409339475494,33.76249558329869,Action
40.72087867092651,8.0,24.212339386119073,14.557387427571392,Strategy
46.437858579700844,10.0,32.77468652799146,13.995573041512646,Role-Playing
84.31216824046234,4.0,274.947105551991,46.410446317729395,Action
13.494752851706806,10.0,2.189530923730748,1.3042050343798586,Strategy
67.36305055034161,5.0,125.08308874942684,38.6701710246141,Action
67.77479518424096,2.0,87.9025120050121,28.250381337341445,Action
57.747525811355096,2.0,70.32323930510422,25.593199450909815,Role-Playing
21.733512552224425,4.0,13.702469504187071,3.7570423581587775,Strategy
43.44630264754357,7.0,52.7697369563312,25.02867454171013,Role-Playing
78.806656281164,10.0,111.32703350690642,35.12281723499237,Role-Playing
57.01290879735995,8.0,30.266123782458106,10.456754907628534,Strategy
74.41755100935922,1.0,147.40989619522904,36.49367610581021,Action
71.10206360411948,10.0,57.99816456154611,27.734002248142257,Role-Playing
33.03291101105575,3.0,28.603654963488975,15.908195333698607,Role-Playing
89.18518635967143,1.0,282.16652406586263,44.15601064179312,Action
8.431088682276219,2.0,15.153951343153814,1.530110559257185,Strategy
71.95576553734337,5.0,93.49198873218593,27.32512863588017,Role-Playing
75.19868545688928,8.0,124.06593020230312,39.322459370908106,Action
78.66310314677787,5.0,177.3323399261582,35.65045013204939,Action
74.07476413200425,9.0,48.84095442644459,23.062583155956837,Role-Playing
14.678171832439382,6.0,16.934702593277173,10.64236114071464,Strategy
20.35511577347388,7.0,12.599173790799469,9.360594024004103,Strategy
24.26562105695631,6.0,15.07160626643418,7.3252672574581705,Strategy
9.848728866027855,9.0,9.499517806431541,9.965314612732092,Strategy
18.736277483522546,9.0,9.39183799209931,5.404303316818176,Strategy
0.2778688876322377,5.0,3.85032493825363,1.0684668059389644,Strategy
81.82113819728254,5.0,71.4690962399267,28.414299598759403,Action
99.72386669873651,9.0,199.08498037000015,38.735937128762075,Action
5.851518501695459,1.0,45.22243594161963,24.981736127425904,Role-Playing
95.0624088627323,1.0,223.58326502326037,38.568467893660355,Action
47.75800891456122,3.0,101.70404863782818,29.42579368675252,Action
38.3445532758133,9.0,21.492285002044422,12.369705180945779,Strategy
35.05034833665692,6.0,29.219293035776968,13.171263127361959,Role-Playing
91.0002343539345,1.0,217.16077233071087,35.4406073827535,Action
50.70874830017291,1.0,105.72823201709053,34.21991301136707,Action
27.223954242627116,4.0,37.07102668795325,20.28021941842502,Role-Playing
98.69936667607172,3.0,242.58754406098544,46.8894274005512,Action
51.80992353599385,3.0,64.47062632267229,22.718504219857465,Role-Playing
41.003761641033925,8.0,32.1154708330926,17.842562521918353,Strategy
38.42219116558225,9.0,24.363754336569414,8.30056558813102,Strategy
47.403825974887226,1.0,79.36435266539466,25.688568033406085,Role-Playing
16.2866481935842,4.0,19.84198553789165,3.3277622616735236,Strategy
41.16183775221677,4.0,34.07392611749824,12.8780540121491,Strategy
96.86007304057334,4.0,297.03262016776097,49.60569367187358,Action
5.1864922407154594,7.0,3.2820532934593896,0.41719925970375726,Strategy
26.214628943612624,3.0,30.76764660982055,19.609866010767167,Strategy
41.806701028014245,1.0,75.01930848363165,34.29193099535448,Role-Playing
59.433930580694984,9.0,61.971927296549104,21.829208010902747,Role-Playing
77.63289708073546,9.0,60.03269281110992,24.895411083534334,Role-Playing
31.11074615285848,10.0,7.93945296765843,0.8614313075444535,Strategy
25.094751114664334,4.0,21.0587209602833,11.586435014194981,Strategy
74.83257160919723,6.0,61.563030625269946,18.595389529999697,Strategy
84.13192241317057,7.0,201.20614609714332,41.91423362833933,Action
82.28100770858109,4.0,202.95884137182588,36.85055065232135,Action
24.344923647689537,2.0,54.49672139808268,20.484456974916984,Role-Playing
56.03394338108168,6.0,61.868168914421396,30.346104317903297,Role-Playing
14.97540816744258,3.0,18.342211807538508,8.93846481315483,Strategy
13.093189503191851,3.0,16.136464756637807,4.673533184043194,Strategy
47.05075185329052,5.0,28.683770474879015,12.988812042328117,Strategy
95.11153514533675,5.0,298.32083422434164,48.1780626806528,Action
50.69512161901695,1.0,107.50486035930699,28.34220308496259,Role-Playing
69.19272901626702,1.0,173.81794190333616,40.03101939308003,Action
35.44909410947297,4.0,26.78734536790149,8.917047697330375,Strategy
75.4835398817605,5.0,189.61501040177077,41.73319597567847,Action
17.256889337757336,2.0,38.86644213329453,21.814233140338875,Role-Playing
