player_count,is_multiplayer,game_genre_id,has_dlc,user_rating,average_playtime_hours,age_rating,distance_to_server_km,number_of_patches,server_capacity,graphics_quality_score,difficulty_level,replayability_score
70.0,0.0,50.0,0.0,0.9994315442156729,1.035125456614736,30.0,4.3029456296702335,10.0,995.0,55.00369081615895,0.9028916068583914,0.5517870795833701
38.0,0.0,48.0,0.0,0.6703942503787412,3.162980095451442,28.0,21.329435303985015,5.0,812.0,59.931959382672744,0.8857276784522816,1.2132049515349053
5.0,1.0,2.0,0.0,0.4196926752944404,6.437232805086725,2.0,88.14620731942689,1.0,143.0,11.336829312959562,0.31743687267863196,68.78121142438923
5.0,0.0,29.0,0.0,0.6332552095709905,7.28803452316546,25.0,38.75683065070803,6.0,593.0,44.71865208018625,0.41790696421853796,61.19253487481559
10.0,0.0,41.0,1.0,0.6682462461538266,2.463478027306671,9.0,6.7514408987222065,6.0,748.0,32.87442621404797,0.5621978711291064,28.172896809714473
20.0,1.0,18.0,0.0,0.48288886163778444,3.5000256405915233,22.0,36.43089091020043,6.0,801.0,68.96827925687944,0.6930161103172352,24.3364228485895
4.0,0.0,20.0,1.0,0.2467060493922778,6.807246484186381,2.0,41.9901666745149,2.0,214.0,24.39583467508068,0.013308757310088182,86.54269383679548
17.0,0.0,7.0,1.0,0.2342196839147474,9.257610342323389,9.0,21.154514636791497,2.0,300.0,62.990669830898035,0.01492831139818046,96.68521765376305
8.0,1.0,33.0,0.0,0.4763790424941124,3.265709192472549,23.0,52.876937551733384,2.0,295.0,22.608244136929773,0.610997253254754,52.99710407873951
49.0,0.0,39.0,0.0,0.8420533771136569,5.898803879330385,19.0,6.891262110187617,3.0,422.0,58.3824339435729,0.7822736421028473,41.5923429953957
95.0,0.0,39.0,0.0,0.8067032124282574,5.919102654698117,29.0,1.4505872318193287,9.0,827.0,27.449117204212484,0.6557130559792274,59.001637385647214
73.0,1.0,34.0,0.0,0.8209182309361683,1.2516888341951962,27.0,6.094032108259254,9.0,926.0,83.21275824987616,0.9434041075105916,6.116369356787352
44.0,1.0,19.0,0.0,0.47994901766704845,4.3415055103162405,3.0,21.03231991710383,2.0,257.0,11.012734361037083,0.44233113578403077,80.6126517118604
36.0,0.0,20.0,1.0,0.4948827406626547,2.6667356035017575,14.0,60.53007328960605,4.0,609.0,54.08016353412882,0.7460188241045409,5.106936095005942
26.0,0.0,39.0,1.0,0.9291985275531995,5.582602481241685,30.0,12.48971866398935,3.0,722.0,34.6220696789223,0.5572980203265708,50.31682801470626
43.0,1.0,10.0,0.0,0.14031614767800488,8.07991288854135,9.0,37.91449614245344,2.0,415.0,29.862874344851285,0.3164962599924188,60.95436386154299
41.0,1.0,27.0,0.0,0.6396842962217633,3.9387607643237983,22.0,15.60549536488097,3.0,416.0,56.30522415865521,0.5285784831273992,60.75149525094032
38.0,1.0,16.0,0.0,0.38672944384879604,9.506836262029784,8.0,37.427136586065046,3.0,534.0,23.569270986756003,0.4428209869650777,90.37742516148572
81.0,0.0,41.0,0.0,0.8873158142015365,7.579520008901525,16.0,3.1851779464422596,9.0,949.0,64.69455642405174,0.24636784308347423,40.654165444788454
48.0,0.0,31.0,0.0,0.6310091339090372,6.01874194942608,21.0,36.37166885177064,7.0,558.0,27.16849280738038,0.8191359785527262,32.91351038363558
37.0,0.0,35.0,1.0,0.8578692072706977,4.791854022590454,13.0,4.960805321671807,4.0,755.0,19.84832686561023,0.773884007755973,28.426842297872756
1.0,1.0,2.0,0.0,0.42587511122934024,7.773797634712793,6.0,44.832303644146066,2.0,210.0,25.121563446792738,0.4370854105638483,53.51439639384769
0.0,0.0,40.0,0.0,0.459033302644062,8.49880444629175,27.0,12.96618728260463,6.0,627.0,30.126384421568076,0.34536626188547614,62.00611438914468
56.0,0.0,40.0,0.0,0.9418610380739754,7.879127925622971,18.0,11.486233736224778,6.0,877.0,19.25349685538282,0.5865379742797201,70.66137822100248
42.0,0.0,13.0,0.0,0.6278902507063249,6.164405605163654,25.0,13.327639574418457,2.0,328.0,61.60536440388879,0.6757871351049911,35.878373879618906
57.0,0.0,47.0,1.0,0.6234754169373831,5.980574929347232,22.0,20.574067403145005,9.0,910.0,94.90463634930695,0.26059928773240376,68.0336117346757
26.0,1.0,13.0,1.0,0.5895868721581491,7.864110086652115,5.0,15.644066921767335,1.0,240.0,10.065316324129636,0.09548926210072595,99.01643339680055
88.0,1.0,23.0,0.0,0.5257445751959164,7.932716026077153,18.0,10.757779185756949,9.0,919.0,68.35941784850631,0.59974268558361,64.47761443434368
39.0,1.0,2.0,1.0,0.07941727489137101,4.065755196409004,5.0,93.80608091227424,1.0,139.0,45.264904594694016,0.4668644854795793,29.489636111154507
7.0,0.0,15.0,0.0,0.5884557195566404,3.619919785168206,24.0,6.882826057083624,4.0,660.0,32.18462909430025,0.3382881635745221,63.56640075811594
15.0,0.0,23.0,1.0,0.31802047504025155,5.3722097000984705,23.0,56.55356378597534,1.0,179.0,46.50282399473349,0.6416965473577418,42.199748812060875
89.0,0.0,50.0,1.0,0.9117416206588198,4.318304395437984,30.0,2.3343061392839486,6.0,840.0,48.48529200825542,0.9867183999809097,12.444104924223872
24.0,0.0,36.0,1.0,0.4424522730102368,6.20558664287893,15.0,13.202038542078258,6.0,835.0,34.757019517097554,0.6489878733485248,75.4524626547574
10.0,0.0,28.0,1.0,0.7960906321378526,6.4239181355236585,14.0,6.2367116022103986,1.0,297.0,32.63313263687166,0.36218751875303345,88.70186157632504
54.0,0.0,48.0,0.0,0.9254904310438177,3.567705781894913,21.0,5.78303630200676,7.0,710.0,46.67155624554846,0.8254845778979218,16.40566549760186
51.0,0.0,17.0,1.0,0.6818767387953755,5.110694675070261,27.0,24.22864476944974,8.0,788.0,42.34731554657198,0.32353276455376523,67.45631122432788
76.0,1.0,27.0,0.0,0.37144113006962864,7.524857906395491,8.0,22.870556477113357,6.0,757.0,64.22662425986276,0.5380077121587903,45.458625109832596
26.0,0.0,25.0,0.0,0.8340922383651459,3.571510246282244,24.0,17.721110094413916,7.0,708.0,76.62018200131179,0.874263414250028,13.974223988703649
65.0,1.0,45.0,0.0,0.7871045297172186,3.9331996858241807,25.0,4.832765892439112,5.0,799.0,19.048306681952116,0.8460176003027162,39.129419747038284
3.0,0.0,41.0,0.0,0.6388181303663762,1.436958953173857,16.0,16.08753472030948,2.0,449.0,69.3658405075124,0.7613091674801644,7.28775760007882
53.0,1.0,23.0,0.0,0.5679652126937363,8.658549001129504,6.0,16.101902260200873,4.0,538.0,13.090164935656093,0.4345769662649677,88.83290291971896
59.0,0.0,14.0,1.0,0.4310411247681112,8.33811131989233,14.0,41.667303252383384,8.0,545.0,37.608093326227625,0.06587208372465991,59.14998284184941
11.0,0.0,21.0,0.0,0.6470267257927879,2.344616761088189,8.0,28.089939541192436,2.0,431.0,65.80740580372515,0.1981258315464858,42.57645174679633
14.0,0.0,10.0,0.0,0.17759036544505596,7.765789720250352,17.0,67.38550136521505,1.0,146.0,61.19075060228229,0.06746218149221272,63.51167919739447
34.0,0.0,48.0,0.0,0.7171376925909672,3.203646272931038,23.0,15.316337157233368,4.0,669.0,39.642078140450245,0.643993334201417,42.93500561037232
28.0,1.0,36.0,0.0,0.74176695114512,1.6861791741393257,9.0,63.54609620196656,4.0,548.0,26.105791634655503,0.66421641696393,38.58606005816842
47.0,1.0,40.0,0.0,0.8049232761156809,1.9898508241037933,11.0,29.670937175040564,7.0,784.0,24.80191000855014,0.8534511342057292,19.334621156345417
53.0,1.0,30.0,0.0,0.677442415503739,8.674726684343538,17.0,47.450348817335744,9.0,822.0,78.88775910006859,0.621795448627249,16.459178800777217
13.0,0.0,27.0,0.0,0.7516467804793574,2.200935980015772,13.0,14.817861176243552,1.0,236.0,19.238334449032923,0.8371302869055772,34.07594424654691
7.0,0.0,43.0,0.0,0.8916876739130654,5.696443166194078,23.0,3.9847528715006546,5.0,848.0,29.997437328078156,0.5014690499851222,42.05470492137653
5.0,1.0,7.0,0.0,0.4672171299789816,9.037833235342081,11.0,74.42656901916133,2.0,229.0,25.311060973981892,0.4949436291772802,81.24783856733345
29.0,1.0,37.0,1.0,0.8117028335609183,6.845051254281949,8.0,14.058127726425848,6.0,881.0,15.673803149210679,0.19767187382512377,94.37338025954756
66.0,1.0,36.0,0.0,0.7528907675407042,3.907319134331916,12.0,59.67358473839711,5.0,652.0,18.58499295192574,0.8222730390943688,22.424116315789117
49.0,1.0,39.0,0.0,0.7546456744241028,1.6669817070493727,26.0,40.17315926748397,6.0,876.0,24.46991350288279,0.9492369230964343,6.118492708404979
81.0,0.0,49.0,1.0,0.979505775276228,5.229458501990709,27.0,3.27704704307359,10.0,996.0,87.12521391762701,0.937776736746533,5.480593110128055
54.0,0.0,17.0,0.0,0.5477546407388867,5.507644549322774,27.0,5.557468038814255,4.0,520.0,22.199290935022713,0.7723965490430889,27.82465656725466
14.0,0.0,42.0,0.0,0.42596347368308335,4.038193120681588,20.0,34.8454525271962,6.0,573.0,65.56855239145962,0.3556972487021414,18.633466534078124
10.0,1.0,6.0,0.0,0.2278254848459641,9.887709799121719,8.0,56.60915886061184,2.0,417.0,27.30513894086175,0.18161999754470315,91.79962385875075
