average_score,difficulty_level,total_players,game_duration,user_engagement,graphics_quality,plot_complexity,character_development,sound_quality,bug_frequency,update_frequency,server_downtime,patch_size,download_size,loading_time,interaction_delay,error_rate,crash_rate,glitch_rate,response_time_variation,max_players_per_session,texture_variety,map_size,replay_value,control_smoothness,AI_difficulty,storyline_quality,multiplayer_feature,visual_effects,innovation_level,game_success
3.0901376142090413,7.0,26.306187654684827,76.87317139685797,0.6398084351988274,0.7502432254650362,0.35646930046270453,0.06496558021203544,0.673249264749571,0.0976458447943276,1.1246077843198228,3.9680773388059176,3.1261730874677984,11.02907726820742,0.04223381713592188,0.09725964167944016,0.12520441640023278,0.01713365469997277,0.040492148740772324,0.029423060050050864,17.806418841394507,42.0,47.957493709091516,242.81179029554147,0.7719994301744006,0.8944794571286939,0.3795729729190733,0.07709417792234427,0.7281869497636438,0.19487784810663733,lose
11.492522652069589,1.0,76.6210062756506,205.32874158994352,0.5881222249779059,0.59732261478418,0.602651678506771,0.15357580445876734,0.43833429903059107,0.06883448005791801,2.6266068466454255,0.7422262811834948,6.127644118098381,31.944951141627037,0.019376756968829328,0.057241363811271914,0.1424183890317483,0.010834479581196764,0.02906780591196466,0.011033303043590256,31.72971341545191,6.0,67.7872607021588,386.721881664181,0.6134910226125124,0.41477630118796205,0.5307423478641923,0.09008114231866257,0.5537909565859988,0.1548511649446261,lose
21.598433773596362,7.0,142.09214943496332,350.853812738922,0.5581100936638145,0.6332056859795567,0.7576477894488345,0.3529990333222272,0.5811049841588765,0.04615420840165122,2.3741269446866338,1.647668446769974,7.742581337739733,45.1182912910152,0.024639334243453517,0.07685146898892302,0.17518980265949746,0.03848616442093931,0.02733474946006456,0.02167275451799508,40.90593850113205,31.0,94.58717550747136,541.8748271462046,0.4055176052227649,0.6598925456653527,0.8411757685608806,0.20455506940171655,0.3575313704078053,0.162795910154913,lose
4.6315879628226035,4.0,24.393672585661825,108.34186661255923,0.6210414530567481,0.22896316536408623,0.18169826894272023,0.03230513249047315,0.5842632137658316,0.04781614317814767,1.5083503410668078,3.2179942331178433,2.596438536102506,13.681109599005513,0.04896513074975624,0.03411072288082982,0.0936327822283791,0.01299389741633397,0.08957400639833245,0.007579185623936765,17.024025173825173,15.0,30.283838671376316,224.9814338130177,0.3909089132697537,0.10345742457530514,0.10509600172706464,0.014362317284282273,0.6459393077139589,0.07101539211046093,lose
44.161072860144166,4.0,234.97078301718497,444.4957299923168,0.6817644888418223,0.37565270052446215,0.5318514556739596,0.2656743915819211,0.46334150293105264,0.024711537147841005,1.3293240016342467,0.6507226164725293,2.7494993942914325,18.84033862328934,0.006862231944081815,0.035799024177695475,0.06916523279225636,0.011236018595105311,0.019676872378862665,0.006792077478056747,80.44056838494575,25.0,150.46340621092128,922.5997703264372,0.8000927197930042,0.3765575740094386,0.49033838508981736,0.18663035884951432,0.8609687597925602,0.10818192780754024,win
77.36576950896794,9.0,443.0633778921702,806.468309655208,0.8673977886107689,0.9210567734564399,0.9066407677688686,0.7557036351940767,0.8348818742079127,0.05463807443535621,4.923281880899968,3.6419589348175023,15.87892532807313,71.34211590544602,0.028404133634843735,0.06935660282217632,0.12533027807043384,0.032772994133023155,0.08206946854945633,0.00887512480520735,87.03294485148993,42.0,196.9396070636555,1056.0096648604801,0.704213881154449,0.5472778012578523,0.644215939169733,0.23271843983124307,0.6940182421580513,0.11158576559116327,win
7.010706284465326,7.0,50.506267080746575,171.73565705083908,0.2675875396513716,0.2705156076998818,0.2466007241997585,0.03388745194728944,0.17552545656904162,0.04517409055162501,1.8000305939535235,3.4201258626803233,5.3058350883010394,33.97334182221078,0.04226096267388228,0.06902461532415163,0.12065850827667086,0.017789617271640936,0.05610735330340276,0.020403888057780446,14.755272098210384,27.0,34.72774148271315,251.63365892612484,0.2402528411582459,0.24529172795423912,0.15344210283348228,0.03266500619943594,0.22371366912583163,0.10078719488406987,lose
87.5328209064152,4.0,427.10876562854077,959.6011927602198,0.5869973057821072,0.49845740589380005,0.6871765945666941,0.5798121676866084,0.8562603889902889,0.023082206051759726,4.253261492489308,2.25216254905729,10.358929217822075,56.82483735227288,0.032057732056855276,0.040848880983918916,0.0655246112756213,0.03404112764878835,0.053778617329335636,0.0050416064598857,99.2619345124845,8.0,199.8304720828376,1397.7593253948603,0.26736768784281095,0.15146206051986316,0.18730740969823106,0.174747393021754,0.3129166866809238,0.05190788228687632,win
27.834815761648375,1.0,148.9670069539565,358.7028809889899,0.15820791361999964,0.045809407251529155,0.07201556473934312,0.10441201880545917,0.16714481747936716,0.01711687306790425,2.0958580649820435,1.262989083418677,5.776379415758646,29.023351967350084,0.0032554707824609106,0.012788066809748384,0.0137627226916586,0.00509515695187242,0.04162689874804798,0.0035359603894579714,54.37616048804401,5.0,107.53375538570609,786.4504360031191,0.12449588605011944,0.061696636856203996,0.022840845485994857,0.03668927995520053,0.3387111849912174,0.05467740792872309,lose
5.100128577961904,2.0,42.423640250622,101.18733493154535,0.7540462435963389,0.5902344758595601,0.35583580271259624,0.14817862370815968,0.6406943263293758,0.09275030736123319,0.3311091779801369,2.0023732294748315,1.9392081001652133,9.657612867820744,0.006042590055708132,0.03233157923179467,0.04409494444417334,0.010865879486929872,0.047736131484090526,0.01635201026669907,13.212462868804332,18.0,35.68091714691962,182.99635313019525,0.33703612000356087,0.4061575921652479,0.18854896067699403,0.05870055733288884,0.7515489850524529,0.17412865329252047,lose
6.731780134006438,3.0,51.92234823481646,173.7170070585167,0.7217855233958682,0.5514920972691453,0.3712228898440691,0.1951033987837436,0.8775870832465869,0.09205838134623989,5.88735297055022,4.538850968978271,12.678286596313391,46.80414906686007,0.02686201818483939,0.07157819874466154,0.08941086324555478,0.01934052633339558,0.09847500312590174,0.028515022100427716,25.337102958083413,7.0,54.194001912699946,413.5797044646712,0.3125162483391202,0.18021006620285665,0.05129442383993913,0.030475530749685533,0.49687450974948827,0.11938588166213018,lose
