Game_ID,Average_Player_Age,Average_Game_Duration,Average_Score,Average_Number_of_Players,Average_Difficulty_Level,Average_Strategy_Complexity,Average_Game_Pace,Average_Player_Interaction,Average_Replayability,Average_Learning_Curve,Player_Age_Variation,Game_Duration_Variation,Score_Variation,Number_of_Players_Variation,Difficulty_Level_Variation,Strategy_Complexity_Variation,Game_Pace_Variation,Player_Interaction_Variation,Replayability_Variation,Learning_Curve_Variation,Max_Player_Age,Max_Game_Duration,Max_Score,Max_Number_of_Players,Max_Difficulty_Level,Max_Strategy_Complexity,Max_Game_Pace,Max_Player_Interaction,Max_Replayability,Max_Learning_Curve,Game_Genre
1.0,42.488759524823706,13.85187690226581,54.59885287817012,4.273594909862142,3.3750112846438567,4.168149193301025,3.812558575445173,3.9244532803180916,3.7454545454545456,3.4220724515585514,17.80735107731305,14.45632956152758,36.903359562738544,2.7381125816682172,0.7964782268756161,1.7569922191846672,0.678409090909091,1.5031255919681756,1.5582259244667078,0.9152121940770835,47.176449662041975,34.0591684434968,66.83101748095025,5.056281950452221,3.4045433533645912,3.4771662252233893,3.27444089456869,4.648109965635739,3.3938497930218805,2.6754558572740392,Strategy
2.7588028169014085,48.22779118746747,56.33750422725735,61.57832907193699,5.514316012725344,2.1595197255574616,1.7270719587755354,1.8144329896907216,2.3950298210735586,2.519191919191919,1.565290648694187,7.821835958718087,9.910714285714285,12.444046553267682,1.2565978953974424,0.5969337457932486,0.4066151951212185,0.23484848484848483,1.2691797688956243,0.4226937580908425,0.4555504885093211,46.524368552116684,61.60714285714286,53.98177200059765,4.916928824223358,2.3902132998745294,1.6182534369512278,1.7718849840255593,3.5567010309278353,1.9343583678296867,1.8915125278761644,Strategy
4.517605633802817,46.27029201571301,76.34426783902603,59.57432105590491,5.04475079533404,3.057235713640878,2.7240660082203547,2.8500468603561386,3.5427435387673962,3.0383838383838384,1.8449873631002531,11.481079123664674,11.316301272984443,18.037035291900295,1.6292178902423993,0.7541557602746711,1.4197734851443509,0.48383838383838385,1.949232809244175,1.0284516237969268,0.6350275693379215,44.15012451085023,71.21268656716418,50.84416554609293,4.37057609123083,2.9343591098197184,2.541500519059677,2.4389776357827477,4.340206185567011,2.614823575793416,1.8537321264593993,Strategy
6.276408450704225,27.87424866297506,71.34257693608386,23.350148573008084,1.9261505832449628,4.245283018867925,4.245445064719956,3.262417994376757,3.091451292246521,4.105050505050505,5.0,6.954553684591707,21.10502121640735,12.6655044055977,0.3815479325660537,1.2572662066152223,2.7160753447291737,0.7147727272727272,1.7683273347224855,3.6407384476839084,1.4360239348838497,29.67057986481679,75.60767590618337,24.13466806115843,1.8460725521038146,4.661889982169979,4.256046802689408,3.1945686900958465,4.5395189003436425,5.0,4.094844549390004,Strategy
8.035211267605634,47.60495054190923,36.61819411565776,63.09861101513371,5.403605514316013,2.7214047124672747,2.3915710692595544,2.8556701030927836,3.0735586481113324,2.5131313131313133,1.7472620050547603,11.691109904037658,11.167786421499292,22.056259718230223,1.6368757447730473,1.6617942006322874,0.8395920329257668,0.718181818181818,1.7853760181852625,0.6808971689086507,0.7289982449594405,42.42796157950907,31.068763326226026,50.694755714926046,4.074174203696421,2.749455193818926,1.6896605252689891,2.2779552715654954,3.2336769759450172,1.6300019712201852,1.5703791158336613,Strategy
9.794014084507042,30.165412466278575,44.43692932025701,26.798424435077045,2.27355249204666,3.7144533718515844,2.847984786209435,2.478912839737582,2.608151093439364,3.0747474747474746,3.204717775905645,4.0376606916530875,14.055869872701557,6.879329029826133,0.38080082480696603,0.9853146139987081,1.171553459308439,0.4636363636363636,1.07690850539875,0.9686497439072437,0.7232978179456352,30.606901458555676,63.14765458422176,26.39075651177848,2.2307314195831696,3.85095423628079,2.9311348487935502,2.7108626198083066,3.3931271477663234,2.9081411393652674,2.8197560015741834,Strategy
11.55281690140845,43.067111552842064,69.04294893473116,52.38753368806579,4.422481442205727,2.5166561343324005,2.0995644438991476,2.0562324273664476,2.47117296222664,2.482828282828283,1.628475147430497,6.069165308709034,10.952970297029703,11.416859067992274,0.8798688078775041,0.442091307747221,0.43440382131162314,0.28459595959595957,0.9840878954347415,0.4086227275285642,0.22183298094329978,42.996442547136255,80.86353944562902,51.192788485482346,4.14274478961856,2.9290761407911243,1.8937916581773728,2.2089456869009583,3.655670103092784,2.181155135028583,1.7514102059556609,Strategy
13.311619718309858,32.96819537129065,73.92965843760567,32.0710386289821,2.6583669141039237,3.3930667148144806,2.780504263542114,1.877788191190253,2.1898608349900597,3.2949494949494946,3.0682392586352156,8.546080028969763,26.966053748231964,14.60208264618574,0.8247696106447913,1.2054254342726995,1.0528885150359,0.31414141414141417,1.3714718696722867,0.4909382563178927,0.7803020880836892,33.26538598363572,83.03837953091686,29.976592459783852,2.5744691309476995,3.489070857822096,2.323010352087396,1.855591054313099,3.138831615120275,2.2860240488862607,2.5757575757575757,Strategy
15.070422535211268,31.388849448625116,79.62123774095366,30.205238062331556,2.4365641569459173,3.6963979416809605,3.1326299000061346,2.7422680412371134,2.859443339960239,3.606060606060606,3.0160067396798653,3.5270686221256566,17.02086280056577,7.769872308344721,0.32719584309242844,0.6829384369582214,1.2305104094691623,0.44861111111111107,1.1612047736313698,0.9531716102887375,0.49303511463040517,30.640341515474923,94.77345415778252,27.785248269336126,2.2256439244986232,3.6185035990226506,2.9901233130560487,2.722044728434505,3.8316151202749142,3.2180169524935938,2.368490095762823,Strategy
16.829225352112676,30.187656775048517,92.38417314846127,27.7658765807477,2.268971367974549,3.3822334567121066,3.701920127599534,3.1302717900656045,2.698409542743539,2.95959595959596,3.7354675652906493,3.3695455368459166,32.85360678925035,6.040616312491165,0.3200983193810959,0.923955535914607,2.625574548622586,0.9776515151515152,1.3563174843720402,0.70411436933641,1.586653400218344,29.97154037709,139.85607675906184,23.52706808107974,2.1639303971686985,4.014726276167206,5.0,4.5303514376996805,4.037800687285223,3.2085550956041793,5.0,Strategy
