average_word_length,total_words,sentence_count,character_count,title_sentiment_polarity,content_sentiment_polarity,title_subjectivity,content_subjectivity,positive_word_proportion,negative_word_proportion,average_sentence_length,average_paragraph_length,number_of_authors,number_of_images,title_length_variation,content_length_variation,title_complexity,content_complexity,title_keyword_density,content_keyword_density,global_citations,local_citations,external_links,social_media_shares,reader_engagement_score,content_relevance_score,content_originality_score,content_accuracy_score,content_depth_score,content_breadth_score,is_breaking_news
60.93069675986669,3499.2546032013734,65.5456473718138,5799.334422263032,0.03216416416543655,0.2504088445711812,0.5377066884268441,0.6250745203730989,0.19144101624398197,0.12378064633500131,3.1165430068439695,5.209473551231531,13.811402582846096,29.891303568218444,0.027105390173051212,0.04194731259920577,0.06415109479519385,0.03611132634450784,0.03496532468114632,0.09257537028322455,63.62271246047481,72.09056386024857,62.72830452847377,5677.17252308171,0.3815148704823252,0.6541513989656556,0.6409243598438005,0.7521499875681044,0.23955913207194474,0.565921280059377,0.1533686914211162
42.211893719839814,3386.8765478052587,48.28765634147663,4939.678908070529,0.04343851254554451,0.14538569233840667,0.4726333186522252,0.43870898862698837,0.10635654244786556,0.1417025931913133,3.5308744251566546,10.23354981458941,18.311869514072594,38.24833450634834,0.013440445546434029,0.02351139890643334,0.07409379495874939,0.03279359236156295,0.11028533739849398,0.05146142015758444,50.830522924607244,64.23272227795343,50.225649206740066,4972.017025738518,0.4258640801159751,0.2773278169848182,0.5202707675185005,0.48879040060913137,0.27922267329880307,0.3210695778741567,0.28730262960232233
35.11483993776802,3709.9408822325086,41.88546389002313,3782.232458101066,0.10694061930867871,0.21405208353133098,0.2693335032696685,0.35907026883132187,0.20732293592329679,0.23043904664161682,3.0542551577976793,9.968394814101718,16.563539290122748,32.03632696214995,0.03155801518534967,0.027098629588733186,0.0596555487452819,0.03954040541244253,0.0729105006704244,0.09702429998849407,38.01422852577764,74.1078627009163,36.52609404170773,3402.70684129532,0.6691145910152669,0.31170737800927534,0.2626306341622057,0.4037592213794133,0.41867870002693774,0.5117749466088688,0.5989197813804663
26.073917827553615,2317.4555883697576,36.46131292163938,3155.6049482902326,0.03496135925152183,0.22000130679985674,0.4121178496383952,0.4128857759865451,0.22008351148619118,0.13640040099129178,2.0846021715115843,4.319410980263444,12.625826440674143,18.737031585560924,0.020118493112661694,0.05727647175443203,0.10019271834405484,0.04946280423858089,0.04980864967887247,0.10749182144842721,35.651932411136,31.80176138046387,38.57632705768749,3202.4709871496043,0.22262728713009844,0.35654781277518677,0.3763802583766867,0.3811021340970043,0.1716020124621579,0.2332969101132656,0.8403192514580047
1.3627701353810415,1882.6190913875766,11.035623429228204,1016.9166038513383,0.013644218655847239,0.10707776798840068,0.2375319943057799,0.15659996923855574,0.2116601480983151,0.25254347276263556,1.8086760615147872,4.8172133881682635,8.98053354376169,17.108489164068907,0.006610749590060134,0.038533463111940246,0.11979144576783786,0.03910306614492855,0.1752684666423308,0.10397232363999719,19.118518968657547,32.61842902481689,16.819855528747397,1787.0096889887034,0.15331766941937452,0.30069833496730664,0.43234259502124023,0.26700343004239896,0.49830366836431395,0.5899067843164303,0.615336379397849
6.565041142121683,1501.4542712764437,19.96985688417,1981.2119108230984,0.12147548405305565,0.19505705482528063,0.2228829315507968,0.17648728470377906,0.21135656564682476,0.4284924418536081,3.3224580320253243,4.237000659820462,18.944989157290067,36.81295310068698,0.023412244596904632,0.04059006760838432,0.07713824788887719,0.029036113664843974,0.15179849572912021,0.1483758080404185,15.916841883071525,15.999348810866351,16.611079944461803,1690.3678136722217,0.43583139004717464,0.19810681947521475,0.16981586299270307,0.13412086682400912,0.2209872107310639,0.37575863935192133,0.9414911633877554
50.81611811124465,4539.601406543294,55.009263261618855,5658.3419444362435,0.07747792341736856,0.24833846394404321,0.6427669980734022,0.6134658498230762,0.20715408387946382,0.22227884998643357,8.734643321776266,19.836775447941736,41.061058156459325,72.90145105647478,0.025525644818325144,0.08282399064496498,0.1923007265669665,0.09898657724614937,0.26389758729743873,0.16375094505260435,61.647436850845594,74.47217303288699,59.3663099633285,6582.507388009956,0.18550319765868295,0.27940250580326487,0.5658621076639985,0.6224538021023895,0.41138190340860215,0.18876589836823227,0.25302491612297806
25.153601699588144,1307.3244705519123,35.28040200880296,3496.6539442373223,0.03845371449953221,0.22715815089657965,0.34719881263243313,0.3343896712792613,0.3159106517783168,0.2857412106741365,3.0352188432596017,2.8848755390340757,15.870860806497385,47.070031323377094,0.005284776029814327,0.021186389927917236,0.031736377209392035,0.01049444941873132,0.04079025422492717,0.08655739289301262,35.77147689128126,27.192356393241504,36.5293342015413,3734.6827168269874,0.3840018693573872,0.6865541653687053,0.4238235169339214,0.3473029021046503,0.668463848465611,0.8931905470340333,0.8502241458247219
1.806503014095012,1251.7393147124892,10.129227626862274,1188.7760352189257,0.05250100671085806,0.05207898237984219,0.13344312524789753,0.13829465171889252,0.0627019547692923,0.1597458114676783,1.1830210020707368,10.772900692497016,5.7696480218152155,11.916840505347531,0.01947766377784012,0.010603816322794408,0.03162178540379064,0.02046607824228628,0.037648931248417526,0.0375651832347915,13.683244637715985,27.395535359749616,13.840197218511882,1480.325730479609,0.37795098579723424,0.10773045574253769,0.1347243428887261,0.13952698939189978,0.10822492879576089,0.1353341179327878,0.686440872875179
1.0851031322228548,647.4290379878203,11.082094355316675,1070.7405057397777,0.02381077750909454,0.13729243772920505,0.1505666818826367,0.11689755015757712,0.20551310773139675,0.2024868016649596,1.7562980526140617,9.675395932216226,10.931367696763662,13.67070711489607,0.033740993878054834,0.064365418709987,0.07353970981395229,0.038062980631899404,0.28792921051241377,0.10688546046191241,13.054831711010973,20.454606212174824,14.50805534356628,1128.8428361733454,0.20767684184305465,0.3450581700596838,0.16352125533556686,0.141862205729966,0.5654605852795939,0.3040332888114177,0.8384303412949474
