article_id,average_word_count,average_sentence_length,average_paragraph_length,average_section_length,average_readability_score,average_complexity_score,average_emotion_score,average_polarity_score,average_subjectivity_score,average_uniqueness_score,word_count_variance,sentence_length_variance,paragraph_length_variance,section_length_variance,readability_score_variance,complexity_score_variance,emotion_score_variance,polarity_score_variance,subjectivity_score_variance,uniqueness_score_variance,max_word_count,max_sentence_length,max_paragraph_length,max_section_length,max_readability_score,max_complexity_score,max_emotion_score,max_polarity_score,max_subjectivity_score,max_uniqueness_score,article_category
1.0,1089.9711297269155,7.1525194453838346,27.75343791030336,7.910922587486744,59.375282116096415,79.20372983252561,0.4062792877225865,0.4622266401590458,0.6863636363636364,0.6055181128896379,178.07351077313052,6.023470650636491,3.690335956273854,1.3690562908341086,7.964782268756161,17.569922191846672,0.13568181818181818,0.30062511839363515,0.3116451848933416,0.1830424388154167,3141.800071149057,36.88965884861407,67.16270730614075,23.084201730239872,60.11358383411478,61.92915563058473,0.13722044728434502,0.8240549828178696,0.5984624482554701,0.4188639643185098,Politics
18.60387323943662,1321.974537365706,30.89448765640852,31.173381245249125,10.530222693531282,28.987993138936535,18.176798969388383,-0.5927835051546392,-0.3024850894632207,0.3797979797979798,0.14132266217354678,78.21835958718087,4.129464285714286,1.2444046553267682,0.6282989476987212,5.969337457932487,4.066151951212185,0.04696969696969697,0.2538359537791249,0.0845387516181685,0.09111009770186422,3073.817146922803,67.67857142857144,54.44195428059167,22.32550137632717,34.75533249686323,15.456335923780692,-0.6140575079872204,0.27835051546391765,0.2335895919574217,0.2228781319690411,Politics
36.20774647887324,1242.8415921245685,42.074737910043964,30.191417317393405,9.538918345705197,51.430892841021944,43.10165020550886,-0.07497656982193068,0.2713717693836981,0.5095959595959596,0.21124684077506325,114.81079123664674,4.715125530410185,1.8037035291900296,0.8146089451211996,7.541557602746711,14.197734851443508,0.09676767676767677,0.38984656184883504,0.20569032475938534,0.1270055138675843,2826.289576663109,78.41417910447763,51.335723890632,19.35091427447896,48.358977745492965,38.53751297649193,-0.28051118210862613,0.6701030927835052,0.40370589394835404,0.21343303161484986,Politics
53.811619718309856,499.1717544606939,39.2796753466351,12.441572800773962,2.9552067868504777,81.1320754716981,81.1361266179989,0.13120899718837853,0.045725646123260466,0.7762626262626262,1.0,69.54553684591707,8.79375884016973,1.26655044055977,0.19077396628302684,12.572662066152224,27.160753447291736,0.14295454545454545,0.3536654669444971,0.7281476895367817,0.28720478697676993,1316.7200284596229,83.32622601279319,24.893321380546844,5.606395005898546,91.54724955424946,81.4011700672352,0.09728434504792327,0.7697594501718215,1.0,0.773711137347501,Politics
71.41549295774648,1296.7958729707987,19.874873182279334,31.91831939741552,10.296500530222694,43.035117811681864,34.78927673148887,-0.07216494845360821,0.036779324055666196,0.37828282828282833,0.18681550126369004,116.91109904037658,4.653244342291372,2.2056259718230224,0.8184378723865237,16.617942006322874,8.395920329257669,0.14363636363636362,0.3570752036370525,0.13617943378173014,0.1457996489918881,2646.7449306296694,33.54744136460556,51.187808157776786,17.737170664569405,43.73637984547315,17.24151313172473,-0.3610223642172523,0.11683848797250862,0.15750049280504633,0.14259477895841535,Politics
89.0193661971831,591.7932699133892,24.244166384849503,14.131227973187752,3.6886108165429485,67.86133429628961,46.19961965523588,-0.26054358013120904,-0.19592445328031804,0.5186868686868686,0.5511794439764113,40.376606916530875,5.856612446958982,0.6879329029826132,0.19040041240348302,9.853146139987082,11.715534593084389,0.09272727272727273,0.21538170107974997,0.19372994878144872,0.14465956358912704,1414.3365350409108,69.40031982942432,27.126848946660694,7.700648839952813,71.27385590701975,48.27837121983875,-0.14456869009584672,0.1965635738831617,0.47703528484131685,0.4549390003935459,Politics
106.62323943661971,1113.3513180936154,37.99458911058505,26.669891507152236,8.22523860021209,37.91640335831002,27.489111097478684,-0.4718837863167761,-0.26441351888667997,0.3707070707070707,0.1571187868576243,60.69165308709034,4.563737623762377,1.1416859067992273,0.43993440393875205,4.42091307747221,4.344038213116232,0.05691919191919192,0.1968175790869483,0.08172454550571284,0.04436659618865996,2706.012095339737,89.20042643923242,51.68086060062752,18.110499410145497,48.226903519778105,22.344791454434322,-0.39552715654952075,0.3278350515463919,0.29528878375714573,0.1878525514889152,Politics
124.22711267605634,705.0972596904729,40.7253973621914,16.71480892820123,4.500996818663839,59.826667870362016,44.51260658855285,-0.5611059044048735,-0.40506958250497016,0.5737373737373737,0.5170598146588039,85.46080028969763,11.235855728429984,1.4602082646185741,0.41238480532239563,12.054254342726994,10.528885150359,0.06282828282828283,0.2742943739344573,0.09818765126357853,0.15606041761673783,1691.4976876556384,91.6311300639659,30.676826535186013,9.572109712937474,62.2267714455524,33.075258802184905,-0.5722044728434506,0.06941580756013743,0.32150601222156516,0.3939393939393939,Politics
141.83098591549296,641.2513606891004,43.90598579641528,15.800566650542462,4.032746553552492,67.40994854202401,53.315747500153364,-0.12886597938144329,-0.0702783300198806,0.6515151515151515,0.5040016849199663,35.27068622125656,7.0920261669024045,0.7769872308344721,0.16359792154621422,6.829384369582215,12.305104094691623,0.08972222222222222,0.23224095472627393,0.1906343220577475,0.09860702292608103,1417.8228388473854,104.74680170575694,28.507395786642764,7.672950255603617,65.46258997556626,49.75308282640122,-0.13897763578274758,0.4158075601374571,0.5545042381233984,0.3421225239407058,Politics
159.43485915492957,592.6925079274931,51.03821440649306,14.605279524566374,3.6789395546129375,59.55583641780267,67.54800318998835,0.06513589503280226,-0.15079522862823047,0.48989898989898994,0.6838668913226623,33.695455368459164,13.689002828854314,0.6040616312491166,0.16004915969054795,9.23955535914607,26.255745486225855,0.19553030303030303,0.27126349687440804,0.140822873867282,0.31733068004366877,1348.0967627178939,155.13326226012794,24.291797400268944,7.336954384585136,75.36815690418014,100.0,0.7651757188498403,0.5189003436426118,0.5521387739010448,1.0,Politics
