average speed (km/h),average heart rate (bpm),total distance (km),calories burned,hydration level,muscle fatigue level,injury probability,skill level,teamwork level,mental toughness,speed variability,heart rate variability,distance variability,calorie burn variability,hydration variability,muscle fatigue variability,injury variability,skill variability,teamwork variability,mental toughness variability,maximum speed (km/h),maximum heart rate (bpm),maximum distance (km),maximum calories burned,maximum hydration level,maximum muscle fatigue level,maximum injury probability,maximum skill level,maximum teamwork level,maximum mental toughness,win/loss
181.719065852734,37.39325226496727,88.67384624724563,2984.0746069199845,0.23976302437315428,0.3492952657757944,0.21309887822694734,0.1450969065925235,0.05423199465285411,0.10340568797493471,2.2897012496993248,8.676597454737419,4.421437412044913,508.09168170095825,0.035329539810127736,0.08339195925685551,0.053669126150475734,0.0328672284765118,0.1432284467903743,0.021134376342459803,254.8141199101579,178.46777289783566,146.20215816380397,6270.599503536666,0.6203791099724215,0.5894829706769786,0.5753099723933298,0.6413203637269319,0.566338282077825,0.653977145311736,Soccer
211.70742951061035,35.95509834568413,113.766649232226,4575.631833381946,0.9533884945348154,0.7962419605795106,0.6664960896528226,0.4562883755491033,0.5661549329868534,0.10736188348948726,3.5581380247572376,3.220979988710743,6.290832322359641,781.066809872768,0.08818677915485779,0.09812774533084224,0.06171685119964013,0.050367648926977225,0.10698479757290665,0.030746772015455472,289.36113502491713,175.31552793590947,191.69791857893577,6739.034028949774,0.9754226623480974,0.9465552990112751,0.8581323636077477,0.9271072073940274,0.8109903563123801,0.9067585284354024,Basketball
179.0739811016544,26.271834671645887,86.17239958569274,2577.154008769483,0.2650195314117131,0.1987408084610509,0.09223138666828856,0.0755570905944001,0.29492529127807304,0.08573045252884916,1.277825593133754,3.111123744193878,2.1326599474843304,280.8263767246409,0.05443107579360474,0.04882993272641966,0.041566295937192015,0.022623209162271167,0.11637990719622958,0.01826928735979224,236.6798003525092,158.8942805779962,124.31803466397282,5629.819956990502,0.6326642675175022,0.5261626367159266,0.5503055404303588,0.5451204271473394,0.7016668785161896,0.5396174479599551,Soccer
214.78365095718314,25.417732196194486,112.51814331548097,4866.432961665359,0.7145846375815998,0.46005291097643874,0.3765932789470082,0.37579440160513655,0.533098677340166,0.06889419928841944,4.948583064224201,1.8761915167826797,9.752069016642158,994.034488312554,0.012373499794503019,0.04464746742722856,0.03130765480677453,0.03751026833325241,0.0918609962576299,0.014077781244011097,296.6162054187139,162.3552930088483,197.5360151626599,6976.177514220185,0.7734419281518972,0.721428859518034,0.6421301554138154,0.8953040283024234,0.8770183648876155,0.6477962734931477,Basketball
165.7886978253287,32.852397273735825,76.78575512195953,1914.7938647923156,0.4539537203191001,0.34577383350028035,0.1238602531337058,0.07902398515615418,0.7683591547121973,0.10025057689436517,1.2445673003462903,2.908235940537236,3.146908032639123,204.90347429918174,0.044765244772578934,0.0649066221026535,0.04134953541173505,0.050204128628684716,0.18434821003174562,0.021694405296900653,217.82511105884637,164.62224100605118,116.00808087329067,5232.749650534029,0.6365825073981592,0.5910185325489894,0.5472255245550282,0.5747514249310355,0.8041966449790332,0.623125394807749,Soccer
141.52650098596183,29.077363276730182,61.35310961121185,1160.3913523825147,0.1931847288502767,0.2170740778539405,0.13900633069082025,0.06307010317961155,0.07430181466544472,0.0956614725220522,0.600946953268255,3.0345352605408418,1.1618506751112665,121.28876153338815,0.07262916932510441,0.10747292370053167,0.0627220118724621,0.0171922005386444,0.12045410607443635,0.03406109378568793,202.1816898384356,160.74091307685418,101.05516899160807,5027.578011650926,0.6907181307692453,0.6516447901129501,0.5786067642128877,0.5215754479302596,0.714255969696626,0.7452464041024494,Soccer
179.02964139635972,21.703814168838328,86.5090482545343,2835.02950684191,0.6085040466335355,0.531683786999663,0.5094109656023724,0.18001141429410725,0.6591009821928667,0.17169981760435563,2.3565581782493443,5.154892473119681,4.676068457981613,479.59082231465135,0.08697798364304107,0.17189710811748674,0.1714608368783355,0.05725105376681698,0.19253980193760578,0.04875631961461877,247.06632393999575,159.53539853169787,142.55879708505515,6088.82509614869,0.8668759864001853,0.8176971725902921,0.847551194852741,0.7517331883133405,0.8272795217509407,0.9085399512946346,Basketball
217.17287924865207,34.458899649139596,118.01110383900397,4714.581445467045,0.7474991704002022,0.8556653427130685,0.7650802906305871,0.45019850007461626,0.7187850830823816,0.15860934074988461,3.2536901295033545,5.671329609055191,6.726692819366945,724.7242577444396,0.05937794771314966,0.14602562985225206,0.1571437490650937,0.06670769824741415,0.12946715032704945,0.02935339617161054,292.82179344728104,171.38270852723488,190.3202707375612,6747.5489044340175,0.8167369413346731,0.908225876787302,0.9572856263228741,0.9255818107306144,0.7515765961690737,0.8248446645618572,Basketball
185.49335334097427,17.741180116507763,93.62924517275988,2963.170746785315,0.3177131840627321,0.6432842853150702,0.5889190677599421,0.29264035612585504,0.759371239367646,0.10248523890301753,1.6425352965376732,3.9560860649161755,4.0566923303564,314.36005370100054,0.028111345464518687,0.1405800198855388,0.15617708663615776,0.08709422707720599,0.08580769400458249,0.028070115339708008,247.80440314512876,147.3605476459523,148.09091695348405,5965.560706346182,0.5565997372827715,0.8561925653884676,0.8465919202576914,0.8274938350663349,0.7433081735464296,0.7557603602862493,Soccer
145.10224099158768,19.973830029995625,65.25076447165692,1265.5044684022796,0.8070393738086397,0.6105268134907594,0.37282427640387594,0.15465637531807297,0.4774532243885836,0.19323741186854737,1.7547471996179667,2.2722911190487047,2.734036258770795,309.21084122734834,0.09290315762000124,0.08944817943220051,0.09939480367684105,0.03823718279034472,0.13592620232891137,0.03723136634069167,212.09937926592534,153.1851875838994,107.77146725202255,5276.177040889635,0.9768650913138459,0.852486673382701,0.8152770395156951,0.7712627879829387,0.7790029381359378,0.9851316152846652,Soccer
199.58836574587377,21.39352526150835,104.56318239957852,3752.778605333459,0.9298195081903033,0.7130345358839794,0.6815100800966297,0.43966750770341145,0.447076405749792,0.1521796528664273,2.125382919370707,3.094116424542669,4.19649405808776,412.02672685615806,0.02072218330977683,0.04603695144844996,0.09400753381642733,0.036664932681194126,0.11880721375248023,0.032780850835481594,279.21113078744276,157.80729843282356,174.4038344322956,6636.982313396117,0.9216698201892211,0.8510380532213969,0.8926787673184547,0.946326043085235,0.8063270080506697,0.9494446632530122,Basketball
161.73497749170954,15.994469649729506,73.94372941464802,1740.6966322922565,0.7760752247688922,0.6199615852038579,0.3560484951529695,0.13725757227951083,0.3862962144277794,0.13675524597848887,1.1496575130758875,1.5169430649946087,2.6572419025897247,217.37339175955017,0.018890838974550694,0.04980414875030183,0.03652451117049187,0.021184429833098557,0.07603985616056828,0.012939073800465033,234.22325307604333,151.27739981582343,132.0672150666948,5545.406927494186,0.8948207928263422,0.9221962924829948,0.8738408109283691,0.8072280244895953,0.8818757209197923,0.8783843723560442,Soccer
192.7785082392392,26.716745518283837,99.37793916742415,3394.0572154327488,0.8889312218038758,0.7534879029521082,0.5352969959212325,0.2734279413258603,0.6942160976496168,0.1535395053372158,2.682729440297845,6.610663859142204,5.496341714329585,516.4231066168151,0.07903082289012206,0.1752842279090333,0.09702506755112929,0.052021738156689146,0.09192366565306437,0.046877388963931996,270.9214484425429,163.98085247721374,167.8081104263034,6357.018161549042,0.9590949611422661,0.868044381421298,0.8058775736324653,0.7748112375382415,0.7202230519381536,0.9245302001256749,Basketball
161.4651339419334,30.11839386946994,73.22755357379786,1571.0785502967801,0.42539223222857553,0.23410303711905744,0.16829072989965138,0.08399795653601971,0.46633135501868983,0.11677216901577546,0.5918668481190642,2.03350406372292,1.0245231848548788,122.3098237093773,0.011501906321842037,0.029170635234764337,0.0378749550341569,0.011435366089616924,0.056537929668878155,0.01928087776580397,220.2708115809634,165.25324803024074,110.46842422530304,5279.758777849212,0.7005293688786504,0.6215699826163712,0.6900382067270717,0.6098681776951197,0.773417809308045,0.7548072043646217,Soccer
196.25059658838944,20.194852037272042,101.93883468693433,3406.69680285306,0.9508757036382307,0.7030055466536604,0.3921084877415052,0.34036150536269527,0.9266735899470449,0.13130468727089833,3.000320053749707,5.107173604742041,5.599574838853289,401.21881011486494,0.085320936686713,0.055476029252399306,0.03634801138663561,0.04375282875512649,0.1673844382646764,0.016695910833469094,277.65061224897687,157.39166464038405,173.0786606991697,6340.254402105942,0.9068522459320116,0.6857111457112582,0.6176491286694784,0.8415740765645972,0.9173966396265666,0.6418563406296913,Basketball
150.31856114371365,28.064249538580096,66.6204134521143,1268.068154794989,0.49710205572668853,0.33789459592852544,0.17942346012978405,0.08993221773465598,0.6868347529499175,0.11732259481671226,0.5766589440515697,4.430160255636462,1.1704365217581236,134.06016888403875,0.05952528258794375,0.08089533571824438,0.09894856843378748,0.04853749576281333,0.15889977214660508,0.027143103570687464,202.53090839800166,166.538717887075,100.62197002352076,5029.700861042185,0.7635023325477072,0.6678566015114848,0.6971268954119303,0.6474747819046863,0.8898979256524253,0.6824751686620669,Soccer
217.56689080297951,21.066088744359252,119.28236127545844,4853.516564739674,0.9822616703708418,0.8710693364807194,0.795366775716428,0.4992814348194519,0.9251208582273535,0.1497332595861026,4.914007944667374,2.535465294568792,9.725348148744603,984.3376448813483,0.06861071828585487,0.0962191993109643,0.12084355811079331,0.06326483301454296,0.11712774218837048,0.032177413355941216,293.3251087216578,147.2581358604602,193.1088187415049,6804.013790532565,0.9485848996148118,0.8660447842954287,0.9535325302928991,0.9774011345621666,0.7909592417238893,0.8155867591001569,Basketball
