goals_scored,home_game,team_age,win,possession_percentage,player_height,player_age,distance_covered_km,fouls_committed,spectators,number_of_referees,team_value_million,match_rating
6.0,0.0,29.0,0.0,0.6613517600126353,2.6723969485887764,22.0,5.173377882782013,1.4459064399561856,67.36701863805811,0.0,55.803548417268345,39.40229554828505
7.0,0.0,33.0,0.0,0.25842347846879465,27.89961273373237,19.0,8.436363642514966,4.097756609732452,154.2612888416685,5.0,47.90731800072182,51.836254802929886
7.0,0.0,38.0,0.0,0.850531488993854,10.46438685518308,33.0,5.092530375113287,7.886569098661864,176.93077627036868,7.0,68.52262415135404,9.39614122075271
18.0,0.0,38.0,0.0,0.7109832802695769,33.1836244135099,37.0,6.424426935622556,1.9866950090832436,88.18893075976735,3.0,29.326385637508064,51.2235006830836
51.0,1.0,41.0,1.0,0.7773705142402385,20.82854767957548,34.0,2.4281918698921388,9.101105571401156,262.90828688488085,10.0,74.0235951062491,63.93957721322935
2.0,0.0,37.0,0.0,0.6276280692927285,18.996333385863156,32.0,8.838601512205122,4.202494300916619,182.15870391305674,6.0,71.88726183632448,51.49833360896978
119.0,0.0,50.0,1.0,0.9977598124719973,28.493991045488222,39.0,0.6939556196957302,9.90062299450549,299.1306226498831,8.0,56.95310581640828,36.42781771653473
63.0,0.0,17.0,1.0,0.23589095688985062,35.024175405130265,26.0,7.655952838914457,2.1341554378155125,91.90240376617571,8.0,11.617372215617507,83.39841714712996
25.0,1.0,37.0,0.0,0.6245929697551268,25.816158437844056,35.0,11.47689137387805,2.7614686912051343,164.40695409258709,6.0,26.692003959798104,62.76456777623869
18.0,0.0,23.0,0.0,0.2615671294948042,9.768304866724781,25.0,5.789993106316574,1.0373601152532168,68.92691005469844,1.0,77.21754657340291,25.76091708647896
6.0,0.0,38.0,1.0,0.8135493561118888,11.93098032704646,25.0,2.4428931323237943,6.157035569959053,196.4096632442815,2.0,69.66736295042914,68.26516444034485
5.0,0.0,9.0,0.0,0.4244597171558766,10.031309130649106,22.0,12.477679176157359,2.756973352984721,120.1109054506552,8.0,61.799448944176625,16.76673559688495
95.0,0.0,32.0,1.0,0.6149241533380398,19.0754711112956,25.0,1.8186770526452873,6.0429409338524716,186.37860933305257,1.0,60.645330609854085,49.3468445259554
43.0,1.0,8.0,1.0,0.12306117226047475,24.688383675711826,19.0,11.42304496487369,3.1135765894497647,91.40649191402856,0.0,36.05109314134486,82.50902218662387
1.0,0.0,3.0,1.0,0.16174989284952362,15.549468613461281,23.0,11.707648364221502,2.8155565395403186,58.48674641961107,7.0,52.91826705196519,74.88701097734912
67.0,0.0,18.0,0.0,0.5577555831986822,13.835793070143673,23.0,9.502603291197943,7.832331437395483,208.03002764800817,6.0,61.726369362449645,8.164726137850352
3.0,1.0,15.0,1.0,0.1155876545854202,38.522252665955875,26.0,12.841645963360172,1.1546657221826253,67.35488905697723,6.0,11.323032985278594,96.80241213361867
31.0,0.0,31.0,0.0,0.5814837702316525,18.508412524001688,35.0,8.554875721859922,7.4977836965463664,176.8170581830447,10.0,48.01738074763042,54.805264884324
37.0,0.0,12.0,0.0,0.14816333186059766,2.598566392974604,30.0,12.2836321552418,3.154327711958756,93.01191462785887,5.0,63.10740009555725,46.5903866108691
20.0,1.0,1.0,0.0,0.10058126195155248,35.16285070414604,19.0,11.205672536595053,0.1981776907340489,53.47919136763088,0.0,7.475812692339524,94.90737152705546
8.0,0.0,15.0,0.0,0.18914775150494184,3.4301584965351317,22.0,10.905291282740514,0.3619749087357045,70.50933238487563,9.0,77.84392901848747,1.2311606009348353
57.0,0.0,16.0,1.0,0.7596457423017262,2.910767564509488,23.0,3.124402268544227,3.931580913783443,93.58602298308627,2.0,81.27499798936712,44.7198492729061
18.0,1.0,15.0,1.0,0.18824256506145404,29.596522136028423,18.0,13.738839535991135,2.2467242018792732,75.85141664054815,5.0,3.120532889346549,92.30702943494083
114.0,1.0,45.0,0.0,0.46425716565877023,17.317675163108504,34.0,4.4316765716112405,9.254126434490827,248.44907410189083,10.0,63.91073083081569,52.72708973330717
38.0,0.0,33.0,0.0,0.5087254431333611,10.238981869346139,21.0,7.07296638504511,2.5619189696981644,73.34384754868638,9.0,81.60529597392299,31.315006792632424
10.0,0.0,5.0,1.0,0.0518117338674316,32.90990485933699,18.0,13.611484072448803,3.5341194160377625,77.90560550947234,9.0,10.851887820410994,53.51572461531514
14.0,1.0,21.0,0.0,0.6729881056947822,18.495437636986047,31.0,10.42008070582204,1.9863873570783035,133.3607786439222,0.0,44.7251100260335,74.99595010430971
100.0,0.0,43.0,0.0,0.8799246747711893,30.13567115262364,37.0,0.36056483995389055,8.439941128302312,208.07735915262802,3.0,52.12552507740652,77.36214887245107
24.0,0.0,6.0,1.0,0.6247485487280676,18.52585524918008,38.0,9.845158568397135,0.8764258601983483,57.10313568974185,1.0,31.778487257532888,53.87514614585662
7.0,0.0,40.0,1.0,0.70751155959897,11.151875389426962,29.0,2.92423175055209,2.4832289203362112,82.38228414385713,8.0,81.82122686851886,31.24626547370094
6.0,1.0,0.0,1.0,0.0013590921463140226,37.610302787489914,18.0,14.536793212635462,2.4435450254854207,79.69342508180891,8.0,3.216324763987764,66.48184527761848
