Trip ID,Average Distance,Average Speed,Total Travel Time,Total Cost,Average Fuel Efficiency,Average Traffic Density,Average Number of Stops,Average Toll Cost,Average Road Quality,Average Weather Condition,Distance Error,Speed Error,Time Error,Cost Error,Fuel Efficiency Error,Traffic Density Error,Number of Stops Error,Toll Cost Error,Road Quality Error,Weather Condition Error,Max Distance,Max Speed,Max Travel Time,Max Cost,Min Fuel Efficiency,Max Traffic Density,Max Number of Stops,Max Toll Cost,Min Road Quality,Worst Weather Condition,Trip Success
1.0,52.10374366983766,12.49239093676023,13.10372469076083,181.86638388123012,19.843820529024104,0.7920372983252562,14.062792877225865,36.55566600397614,7.177272727272728,3.4220724515585514,3.5614702154626103,1.2046941301272982,0.7380671912547708,13.690562908341086,0.7964782268756161,0.035139844383693344,0.678409090909091,3.0062511839363513,0.6232903697866832,0.1830424388154167,124.15510494485949,29.81343283582089,32.07888839085612,450.6979944946913,16.224988443505254,0.6192915563058473,22.7444089456869,91.20274914089347,6.386162034299231,2.6754558572740392,0.0
18.60387323943662,64.31444933503715,39.98309097057829,14.778798977264877,250.79533404029692,12.246998284734133,0.18176798969388383,4.072164948453608,17.43787276341948,4.418181818181818,1.565290648694187,1.5643671917436175,0.8258928571428571,0.24888093106535364,6.282989476987212,0.5969337457932486,0.00813230390242437,0.23484848484848483,2.5383595377912487,0.169077503236337,0.09111009770186422,121.38029171113483,52.50000000000001,25.911250560286874,435.21431380259537,10.646173149309911,0.15456335923780692,7.718849840255592,63.917525773195884,3.1023063276167955,1.8915125278761644,0.0
36.20774647887324,60.149557480240446,52.92864389584038,14.29783705341718,224.7083775185578,17.857723210255486,0.4310165020550886,9.250234301780694,31.78429423459245,5.586363636363636,1.8449873631002531,2.296215824732935,0.9430251060820369,0.36074070583800594,8.146089451211996,0.7541557602746711,0.02839546970288702,0.48383838383838385,3.89846561848835,0.4113806495187707,0.1270055138675843,111.27712557808609,60.41044776119404,24.405199462124607,374.5084545812033,13.638975104008452,0.38537512976491933,14.389776357827477,83.50515463917526,4.633353045535186,1.8537321264593993,0.0
53.811619718309856,21.00903970845757,49.69225566452485,5.6040356575219405,51.45281018027572,25.283018867924525,0.8113612661799889,11.312089971883786,26.143141153081512,7.986363636363636,5.0,1.3909107369183413,1.758751768033946,0.253310088111954,1.9077396628302683,1.2572662066152223,0.054321506894583475,0.7147727272727272,3.536654669444971,1.4562953790735633,0.28720478697676993,49.662041977943794,64.02985074626866,11.584640669356046,94.00806134486828,23.140394901934883,0.814011700672352,21.945686900958464,88.48797250859107,10.0,4.094844549390004,0.0
71.41549295774648,62.98925647214729,27.223537368955018,15.143666643632091,244.64475079533403,15.758779452920466,0.34789276731488866,9.278350515463918,25.919483101391656,4.404545454545455,1.7472620050547603,2.3382219808075315,0.9306488684582743,0.44112519436460446,8.184378723865237,1.6617942006322874,0.01679184065851534,0.718181818181818,3.570752036370525,0.2723588675634603,0.1457996489918881,103.94877267876201,27.350746268656728,24.333482743164502,341.57491152182456,12.622003566004093,0.1724151313172473,12.779552715654955,55.84192439862543,2.4175044352454167,1.5703791158336613,0.0
89.0193661971831,25.883856311231007,32.282718971931004,6.43162186441849,70.75291622481443,21.965333574072403,0.4619961965523588,7.39456419868791,20.10188866799205,5.668181818181818,3.204717775905645,0.8075321383306175,1.1713224893917964,0.13758658059652265,1.90400412403483,0.9853146139987081,0.023431069186168777,0.4636363636363636,2.1538170107975,0.38745989756289745,0.14465956358912704,53.6463891853433,53.76865671641792,12.66756312565367,136.74793550924107,18.680248299544346,0.48278371219838756,17.108626198083066,59.82817869415808,5.2933175635718515,2.8197560015741834,0.0
106.62323943661971,53.33427989966397,48.20426107541427,12.57300808513579,190.13785790031815,14.479100839577505,0.27489111097478686,5.281162136832239,18.389662027833,4.336363636363636,1.628475147430497,1.2138330617418067,0.9127475247524752,0.22833718135984546,4.39934403938752,0.442091307747221,0.008688076426232464,0.28459595959595957,1.968175790869483,0.16344909101142568,0.04436659618865996,106.36784062611171,68.35820895522389,24.572538473031525,349.19386551317336,13.609918774351184,0.2234479145443432,12.089456869009584,66.3917525773196,3.6575990538143115,1.7514102059556609,0.0
124.22711267605634,31.84722419423542,51.36624957727425,7.697049270955704,92.13149522799576,19.956666967590504,0.4451260658855285,4.388940955951265,14.873260437375746,6.163636363636363,3.0682392586352156,1.7092160057939525,2.247171145685997,0.2920416529237148,4.1238480532239565,1.2054254342726995,0.021057770300718003,0.31414141414141417,2.7429437393445735,0.19637530252715707,0.15606041761673783,64.95908929206688,70.1492537313433,14.388764380696248,174.94101454974438,16.689889718021526,0.33075258802184904,8.55591054313099,53.470790378006875,3.8935541099940867,2.5757575757575757,0.0
141.83098591549296,28.486913720478967,55.049036185322954,7.249257134959574,79.80911983032874,21.852487135506003,0.5331574750015337,8.711340206185568,23.243041749502986,6.863636363636363,3.0160067396798653,0.7054137244251313,1.4184052333804809,0.1553974461668944,1.6359792154621422,0.6829384369582214,0.02461020818938325,0.44861111111111107,2.3224095472627395,0.381268644115495,0.09860702292608103,53.788687299893276,79.8134328358209,13.336919169281341,136.18265827762482,17.401769794624578,0.4975308282640122,17.22044728434505,70.79037800687286,5.9905381431105855,2.368490095762823,0.0
159.43485915492957,25.9311846277628,63.3074061548867,6.6638103793794485,70.4984093319194,19.888959104450667,0.6754800318998835,10.651358950328023,21.23011928429424,5.409090909090909,3.7354675652906493,0.6739091073691833,2.7378005657708626,0.12081232624982331,1.6004915969054796,0.923955535914607,0.05251149097245172,0.9776515151515152,2.7126349687440805,0.281645747734564,0.31733068004366877,50.94272500889363,116.9402985074627,11.292992678918276,129.32559968541094,19.58099451891963,1.0,35.3035143769968,75.9450171821306,5.969248965109403,5.0,0.0
