TravelDuration,TravelClass,TravelCost,NumberofStops,DestinationType
2.397081693946647,5.0,70.06629960302006,1.4944380877369285,Mountain
8.920421992301689,5.0,1573.4080393279417,5.6492013876925835,Beach
14.923742741312546,3.0,3298.5213776027294,7.980738825386911,Beach
8.062468623172444,5.0,1035.4846767453705,5.868055723256546,City
4.736890517348153,3.0,509.70126555816097,3.7437540873228237,City
14.276820970226792,1.0,4907.681978060059,9.513061604564033,Beach
8.486238020108605,3.0,1793.8145134927372,5.706887553880492,City
12.002248612925031,3.0,2101.257867728056,4.259656794783723,City
9.55993439569174,4.0,2386.8773632556067,8.166735637190145,Beach
14.028106607877552,2.0,2597.083431057679,6.10349473705685,Beach
14.893446870253682,2.0,4400.94407331503,9.873145787772568,Beach
10.710449116124494,5.0,1527.2065755838107,7.6630305911448,City
5.972522046846241,5.0,820.9791162904522,5.383879233213785,City
8.5501144571809,5.0,932.1998956002552,5.897752278831367,City
10.947249201900215,5.0,1354.4177584653858,5.661753447439086,City
5.822372166688439,5.0,402.3344123805784,1.57964469537802,Mountain
7.116225758144373,5.0,545.7123330839264,3.1135000884022563,Mountain
11.820170735761565,1.0,2578.536819370307,7.49973924939532,Beach
3.496859130984676,1.0,654.9776991970867,2.8812178363640397,City
2.450447256768433,2.0,298.1860651171747,0.6205378329782949,Mountain
10.114845083883456,2.0,2709.2322109810743,8.572360847192414,Beach
5.014877218447401,4.0,329.6097773119778,1.3579392845177067,Mountain
4.055352397012734,1.0,409.13375064517055,1.682066544957039,Mountain
11.572346422391504,3.0,2667.188531533895,7.900461443811292,Beach
8.272082000952857,4.0,729.2509052018271,2.753959547159645,City
2.146558476953092,1.0,835.7810201064252,2.913342335323579,City
14.038587629925331,4.0,2270.705338643549,7.374774255751326,Beach
3.098193808412553,3.0,612.7537582718185,4.902121563581059,City
4.040411329537459,5.0,454.1925149804952,3.076988529501446,Mountain
5.380483225310376,4.0,382.20930163647074,2.2921726749088753,Mountain
9.483494412771831,1.0,2058.734879364534,6.33017368250208,Beach
5.421215365647086,4.0,692.0957931165882,3.8044032868435513,Mountain
5.943916163098246,4.0,523.8607003355382,2.6243425456472025,Mountain
