average_flight_cost,average_hotel_rating,average_trip_duration_days,average_daily_expense,tourist_satisfaction_level,average_transport_rating,average_safety_rating,average_cultural_attraction_rating,proportion_of_return_visitors,local_population_friendliness,number_of_flights_per_day,number_of_hotels,number_of_tourist_attractions,local_population_size_thousands,weather_variability,transport_variability,safety_variability,cultural_attraction_variability,seasonal_visitor_variation,economic_stability,peak_season_flight_cost,peak_season_hotel_rating,peak_season_trip_duration_days,peak_season_daily_expense,peak_season_satisfaction_level,off_season_flight_cost,off_season_hotel_rating,off_season_trip_duration_days,off_season_daily_expense,off_season_satisfaction_level,travel_insurance_purchased
909.4584567693298,20.59722344271093,111.69224657329282,245.7921451425963,0.5880565525015622,2.414878982129333,1.6785013620426685,1.6096750293620394,0.29101793457259545,0.604733635108009,18.387619172262802,50.418919683489364,11.058049625320821,103.88062242467099,0.9613488522264129,1.9713051241154043,3.494378748034193,4.428827550927761,0.5961941087841557,0.2622392579306374,1755.1056400554528,33.8728694469111,137.63941822932657,324.9608717378924,0.734244501512084,4.415415819571547,17.425498464530218,140.70430029963947,421.57922895087177,0.4450457086778111,Yes
9613.00822463863,12.049129544547474,495.5294692624577,973.3448857956893,0.8297180074873383,8.668090390974474,8.373105577673293,9.034060782226396,0.7842143438304278,0.6061074408444325,73.6394015589124,7.944900514123246,38.69146171934503,443.3732660969421,0.029094024929325057,3.159279894524143,2.4334486130349955,2.471276062105306,0.3328832728354159,0.34119533702083615,14663.598717984198,28.4779075386577,596.3467707398285,1462.9475372832444,0.7629294885899675,14.038577575297744,38.89060676540752,374.6461389377139,775.9849105068652,0.8774066979718547,No
679.9413568295408,7.586242180314707,105.58435161873487,166.76959707295245,0.7993609534871255,5.252875362666363,3.955431034155408,3.3766362823657925,0.5420137480255673,0.9548350596953532,15.264569663354234,49.93381062136973,9.237875589233738,54.93349044309071,0.6356495791924219,7.90950205360831,9.778077276163117,9.926043746665677,0.6902332889018368,0.8710959777159887,1282.410469110116,10.817438034572241,130.260156516783,226.77201019511497,0.5384275099998562,7.2830539919175035,24.8985203605839,179.4625330251641,266.7315697687807,0.865322293017623,Yes
456.9989067937885,17.132815781187485,95.79596507735788,169.64363926702833,0.7522452268043454,3.9641373923485217,2.6855171142857492,1.515943124659363,0.65900993780072,0.9465248756821547,40.21426871090517,33.506831731224295,20.32913175808303,184.76851100802782,0.8720826427888331,6.956984466059294,4.323426867215487,4.535186179871365,0.6075374381767926,0.8694253562864858,928.9396934046891,14.834486875181907,120.40450806635243,228.46025028085174,0.6449815892786501,5.938888688336797,14.135283130426291,96.45156366045438,183.44206187535164,0.6911261254760803,Yes
7750.104666879199,15.413579989855242,408.66090952227785,910.3346122644286,0.8395185727939726,7.8633716917744625,8.044822290742133,9.498866895562662,0.7388689546696412,0.41666785402887296,63.50342431073587,17.36770631361601,31.173527616783126,426.74781021627285,0.23527119648240719,3.7719699516910494,1.8182992545208339,1.792423986296922,0.7173928739639015,0.1882000741499062,13500.49343742986,31.69538219663121,551.191056220367,1363.7225796465225,0.8047537254949317,13.500826125804199,34.753188431639785,385.40526095015554,840.5475794225642,0.7958457032058275,No
6597.725239874052,11.150318937092342,337.11432973676665,743.4058519000312,0.3938697901322007,3.843785349819785,3.260117375442223,5.444509873901813,0.14310449505602169,0.45190660926463605,44.2836804100917,18.82851788358844,24.48316744091536,228.56533289335724,0.7039814333081955,3.4147411972114243,2.5510658687295,7.553534390391281,0.09368001918015267,0.7144242610273589,10703.243967365326,14.550721147035121,443.67464675673654,1154.9043944698738,0.4757523117313024,5.728132634695359,16.909279455387512,235.87122562938578,151.7418683717793,0.568230172060657,No
4403.862190900509,21.152286941340236,253.60798039370485,468.9558304304774,0.7355483929664284,7.1009010559135755,7.557937957544415,5.784311828744608,0.4323376266141733,0.8507622494377138,30.522197057837914,54.5031237330341,13.94948048311324,138.47367929921427,0.34182695412778386,5.372043402496645,9.445017524502733,5.177398442221956,0.5931924954500771,0.7159158153621075,9200.992265781575,45.53494169545645,379.4657918466102,919.0193003949885,0.7957971203239598,10.713956895400427,36.69192735317878,287.6469043727836,565.9577930214688,0.7640417801243833,No
1009.7416537344842,24.35943925656544,124.95698663667268,245.3879404118334,0.31198984566989213,4.988641008186641,3.487622457581754,2.0338368958485287,0.6495608024709246,0.9379880044382024,56.45374097944702,94.66125696179873,25.465873885154043,181.26174883533702,0.7842967093041835,8.562687146859206,7.580090494929309,4.583881432243951,0.710709187062198,0.9691608282725807,4413.754471574431,39.96014034658372,229.61031814455134,629.7700565657634,0.25190610935763336,6.3373558035376165,14.968748956496594,87.15676770766748,394.3762237381651,0.6574076287470206,Yes
2497.935105992717,14.402460459549534,187.3949761697925,363.1583089088405,0.4541863858078735,3.7731029795230002,2.6812436282221475,1.999707505604292,0.609869539708553,0.6108783676125498,79.64507225273735,33.5453894519405,43.87702568490309,394.0709516333368,0.5345988039653282,4.922323355755129,4.723201792511964,3.696836051165688,0.9030064392554047,0.8035885885805251,4396.9277588948535,14.74517677175526,243.47002340184454,600.3472326921552,0.28225159577566805,4.042313406257697,8.069200368077926,78.84967178743541,255.66350327079357,0.3032868372782972,Yes
2359.854114512722,15.275099476723229,183.85870519674947,288.7307619040626,0.9221660157392406,7.689547923812221,6.812072471791657,4.614343906297535,0.9489237605806051,0.8394887159280713,17.28166388597945,48.81888505782653,9.779098691451484,81.9830512921683,0.23618356414017783,3.736954895514531,8.136796556821624,4.316866523305374,0.4285736041908739,0.6258264759762668,5107.774666490107,29.725976041295116,253.20925447478743,535.7298866807744,0.7303475911877333,11.89945214923671,34.50583725736483,232.64686723455574,771.7783821032797,0.9360908171797939,No
