flight_cost,hotel_stars,num_activities,international,travel_distance,group_size,season,travel_time,transport_mode,travel_agency_rating,local_cuisine_rating,safety_rating,satisfaction_level
998.0839179106138,5.0,3.0,0.0,787.875150626148,5.0,2.0,7.002351585490795,3.0,2.7849025435948658,3.7148292319997442,2.728013369121744,7.825835002184091
77.57115491203797,1.0,9.0,0.0,3567.5157594659277,3.0,2.0,3.2880854795281462,4.0,3.9313473991310466,4.823259711551197,2.2290794267557987,7.180738609076171
116.85079747106874,4.0,3.0,0.0,392.924219637419,9.0,2.0,16.391927835958327,1.0,1.165887834333212,1.919445021943232,1.6028607540621533,9.696589005704244
812.4264808337323,5.0,1.0,0.0,461.14264967625047,8.0,2.0,7.242318281914179,4.0,3.367987303499339,3.259563986548034,1.8437917483906403,8.012850456393348
110.3990827236688,2.0,1.0,0.0,2368.1210331229554,7.0,3.0,10.203450978623414,2.0,2.5357586422478313,2.979031696732089,1.3878596140449544,7.5285036412251065
817.4679072934209,1.0,6.0,1.0,2797.569999047062,6.0,2.0,1.972464643713024,3.0,2.1346402821485917,1.5049088915260458,2.1691941672318826,9.050994449117837
1217.955988365448,4.0,1.0,0.0,1324.529693404598,6.0,1.0,8.581077592178843,3.0,3.5729028191162433,3.9010469489168504,1.384703108246484,9.02516353814275
574.1045755245918,3.0,3.0,0.0,805.4661180868361,1.0,2.0,16.002444958841046,2.0,3.0109126079781188,4.9302526225653125,3.9441529509689657,1.186504038643446
1177.6688538298154,1.0,16.0,1.0,7489.202286425956,3.0,4.0,1.0633500257966992,5.0,4.653141293241422,3.9472285844033936,3.8386283564077774,7.126385169096844
1834.6144382532643,3.0,5.0,0.0,3741.8224296958165,2.0,4.0,2.674744692119319,3.0,2.591646365671086,2.5805957817629275,3.202673286012456,6.425481907183279
1822.8669261441432,5.0,1.0,0.0,2552.7391624113916,10.0,3.0,6.979186344082226,5.0,3.848684024430156,1.3085445741709298,2.9863554752380814,7.428613748779416
229.96683098007398,4.0,0.0,0.0,309.15636129055844,3.0,1.0,20.455485737279226,2.0,1.7910578602242462,4.256338749375466,3.2606111199142944,5.85858408875695
295.5647938331029,3.0,5.0,0.0,3086.0027374017236,8.0,2.0,6.964644980471046,3.0,3.4991877657179393,2.185029155149163,1.8633463052739414,6.359411712096248
190.25798338497202,5.0,5.0,0.0,286.35157022959373,2.0,1.0,13.410016180921378,2.0,1.8866051645796473,3.45579515100105,2.442145435174659,8.30599067695363
471.0001351082324,5.0,6.0,1.0,3013.888771976673,3.0,3.0,10.114685177365255,2.0,3.0819557201468752,2.8496990982861554,2.2725910024566063,4.522926316968305
677.3916807611082,2.0,16.0,1.0,8784.78367326207,4.0,4.0,3.979026589650074,5.0,3.981411355247752,2.4481823667333664,4.634724779768257,5.704186386582681
651.1986890141288,4.0,9.0,1.0,3696.3234084783244,5.0,3.0,6.4387095310776745,5.0,4.20710276571948,3.7708885418042293,4.06564695438469,5.016907469901457
1069.638021249792,5.0,4.0,0.0,4395.465133703162,5.0,3.0,7.992607841017611,2.0,2.796275151543117,2.505555696672447,3.0331136682131303,6.683158909103991
1120.9528957589084,3.0,4.0,0.0,879.1236490110659,2.0,2.0,14.227471689039467,5.0,4.329928928423766,4.97263721283446,3.7237566131303117,1.456760381081029
447.18614518649895,5.0,5.0,1.0,642.136110690408,3.0,2.0,17.54876104113355,2.0,3.2245085408966103,2.917852324816516,3.6447367071397347,5.062741898080607
245.0745991599299,2.0,13.0,0.0,4229.187834495006,1.0,3.0,8.161742840782455,3.0,4.104261600200591,2.6710300856175184,4.739473288580388,1.1873733663538992
691.3751379106639,4.0,5.0,1.0,2612.503201394724,1.0,3.0,4.296865153483673,3.0,3.4982146728536954,3.5797493258734123,4.199175001841977,4.016998212938928
141.27495841033007,2.0,11.0,0.0,2527.764798802793,1.0,2.0,8.706304138905402,4.0,3.853731775362846,4.3438856845717675,3.361962599947218,4.222768750735638
904.0551253029789,5.0,6.0,0.0,5224.179202934769,2.0,2.0,3.790151827302077,5.0,4.309007135555492,3.7474781541933484,3.8558929915831586,2.6170835644161023
1112.9633177526234,4.0,11.0,0.0,1857.9852238533235,4.0,2.0,13.204513577376412,5.0,4.70795778715723,3.324324684520196,3.6357619739427642,5.2242795035749205
364.3875482681904,5.0,0.0,1.0,90.3602964198192,2.0,1.0,23.33687422795945,1.0,2.069763509532166,3.9037810137102857,1.2482621051296117,6.997178803894484
237.32266901823456,3.0,3.0,1.0,2027.8808092615739,3.0,3.0,3.6640319851288847,1.0,1.8385913488180912,1.8196591515956275,3.9709668202769968,6.43363696066439
80.88646459807538,1.0,14.0,0.0,6001.050623399478,7.0,3.0,5.518235522431215,4.0,3.697946070226458,1.8251365351666966,2.042791435910142,8.821978750475335
842.3705793408212,3.0,7.0,1.0,3632.299291553393,1.0,2.0,5.682324001613165,2.0,2.6356017845918265,4.090134953275292,3.097192552298829,5.199956843754242
233.76094357297262,2.0,5.0,0.0,864.9367946872287,2.0,2.0,4.364541694945161,1.0,2.1422444911914766,2.799622935674349,1.9354514329616814,4.72490230993683
363.3026625520876,1.0,4.0,0.0,1741.3475999479465,4.0,2.0,12.499764144906884,1.0,1.8427526651228539,1.7188832260170566,2.481710426503654,6.588492939424405
665.2676159968656,5.0,0.0,0.0,438.77191696085913,4.0,2.0,12.766701002825315,3.0,1.9330596620328975,2.5730820999630604,3.2287162592054344,6.954951765274611
103.21254637447561,1.0,7.0,0.0,2879.6462874709846,4.0,3.0,9.681715751812735,4.0,3.922634506025824,4.826355086320942,2.646310352619188,3.4092606388962037
494.05945955294374,5.0,1.0,1.0,515.4946335167397,2.0,1.0,15.17717360786277,3.0,3.201000246149381,1.636229355055887,1.7350775616670582,6.380685500683284
519.5616555806803,1.0,19.0,0.0,8568.064249630808,1.0,4.0,2.7395221572568103,4.0,4.460098314834185,4.694350344185974,4.125115296881634,1.0631338394039007
266.299694846105,3.0,1.0,0.0,1191.8570021214825,1.0,3.0,14.20054583572807,3.0,3.6667671007267932,2.5532331101251895,3.256783746460538,3.2124057527713563
1546.5791936870737,1.0,8.0,0.0,1878.7143927790914,1.0,4.0,3.497686905369627,5.0,3.3446673284643826,4.962135940126553,4.255309690917818,1.3184930475680385
746.3478682960351,4.0,2.0,1.0,3730.365975299689,2.0,2.0,4.511670897005598,3.0,2.237173193690196,1.4460727800216202,3.634971282805387,4.698809004479598
1595.8040049893523,4.0,16.0,0.0,8286.306340957737,3.0,4.0,5.0463892021962025,4.0,4.359824734084008,2.276729501065719,4.740391494080905,2.8707257641953787
244.965637628421,5.0,1.0,1.0,421.3349704940444,8.0,1.0,15.254254693480389,3.0,2.064330569101984,2.3094057195586943,1.3356289653230768,8.780076219320064
58.543720789945475,3.0,5.0,1.0,3510.676663316458,2.0,2.0,6.106100544513932,2.0,2.9536304253077317,3.5657219953516663,1.7899796432092845,5.152537186887773
782.5705080867638,4.0,1.0,0.0,197.87769337455404,4.0,1.0,16.36748951242725,3.0,2.07533626776996,3.2896307743474633,1.8457811818426733,6.674448303865398
553.8694740655786,1.0,18.0,1.0,2981.6361933281623,3.0,3.0,1.9574244892132935,5.0,4.263842056897032,3.847743996679992,4.419024555081172,2.804044027408319
986.234029582024,3.0,4.0,0.0,1223.9824556710691,4.0,1.0,10.17655223319887,4.0,3.1821727294099387,2.141786521715172,3.53714284313128,5.885639728085648
654.5488521045465,5.0,3.0,1.0,1900.9810914947252,10.0,2.0,5.758085800083229,2.0,2.139790423031368,1.026157245154582,1.6714557165759623,9.406586013524677
718.1741814014302,4.0,15.0,0.0,1929.7670127936249,3.0,3.0,3.7040412331635646,3.0,2.995560616760562,2.7537268131004256,3.034540293064769,7.376787572620698
701.6052823749627,1.0,9.0,0.0,2105.3083966123136,7.0,3.0,2.7309231613864973,5.0,3.9627833418473575,4.87541373039369,3.089282944306679,6.702019049050523
120.87952385873643,1.0,3.0,1.0,748.714482678183,4.0,3.0,9.865540688261172,1.0,1.3199437516029433,2.342718684894004,1.6148523172736322,5.967311723327298
288.9021094719776,2.0,5.0,0.0,4589.246875858558,4.0,3.0,2.8839467195764827,1.0,2.2841048678467915,2.2597493371162454,2.525886202842224,7.08072428893251
1706.7095685440083,5.0,11.0,0.0,2003.285788018453,1.0,1.0,16.16470450428188,5.0,4.3746190530622915,4.549464230275575,4.813726880564699,2.7209398314405213
341.1617175066087,3.0,2.0,0.0,761.186588753658,5.0,1.0,16.085401328035555,1.0,1.492016095271375,1.5759740362921717,1.5072999788177435,9.124572843901534
192.43865339331603,2.0,9.0,1.0,1236.189237831828,1.0,3.0,3.769162810131777,1.0,2.2247046133118404,4.046703819116845,3.692305179294837,5.825692516682453
1702.1870408839543,4.0,11.0,1.0,4005.5988813815816,3.0,4.0,6.014956757363984,3.0,3.4932865063147953,3.9384520210030027,4.247356915627416,3.8448582317663735
273.18700187624665,5.0,3.0,1.0,1125.0927850551402,5.0,1.0,15.815122477929345,2.0,1.9768025496424706,1.1529215479957293,1.2356132909108677,9.74466344358811
407.35539576214757,5.0,0.0,1.0,972.3055368957162,4.0,2.0,17.10247404466145,1.0,1.8436899159716944,1.1122259283880913,3.67627495158353,7.893659363227153
1436.2265308780175,4.0,10.0,0.0,7086.974885040631,1.0,2.0,7.778833505050965,5.0,4.801763198269474,2.396048128176763,4.0603126402043435,2.5934850854005274
856.8564307907513,1.0,5.0,0.0,3332.2079215254157,2.0,4.0,6.389575370488653,3.0,2.183267756954268,3.2114407387371084,2.5576444629383137,6.616924872198338
640.628566667763,1.0,7.0,1.0,1365.0371201151409,1.0,3.0,5.150927039135896,4.0,4.05238547445802,3.436632250682915,2.9028021651749842,4.1277607811193935
571.7637785292176,5.0,7.0,0.0,4377.655852101964,4.0,3.0,5.551699823051411,2.0,2.479817869392026,1.15774232920463,2.213027714244699,7.940196103409835
521.568546496234,1.0,14.0,0.0,7167.806529221924,5.0,4.0,3.331833988552264,2.0,2.6092140252179643,2.5555857143096823,4.114148381128401,7.003661491482921
929.0787516470264,1.0,5.0,0.0,6560.606160825544,3.0,4.0,2.2751748140632695,3.0,2.9127752038343884,2.7095462418120286,4.570259703931794,5.576888798874197
329.23915328744886,3.0,8.0,1.0,1783.6978058913278,8.0,1.0,8.34522835303675,4.0,3.3080953427024733,2.2221904473016414,2.1869656999441194,6.60862991030614
1397.6042186004554,3.0,6.0,1.0,2630.498344787704,3.0,4.0,2.260833131952928,2.0,2.8802316139867905,2.7312076033201937,2.8670063192578663,5.458927567309902
903.6838422720731,1.0,5.0,1.0,6741.63974820754,1.0,4.0,1.5068213836758604,5.0,4.4564535495147375,4.882616334235948,4.597407480921524,3.9382441485542268
1071.2144900552287,3.0,6.0,0.0,2558.8138841086698,7.0,4.0,2.853019178581669,4.0,3.076474162923774,3.2571330777451157,3.196072059543165,8.92630298828418
643.1938807582914,3.0,8.0,1.0,2488.668683792334,1.0,4.0,4.271631667531889,4.0,3.7894988865128783,4.014531135530949,2.8881306449201256,5.895320983994362
998.9825377264727,3.0,18.0,1.0,7974.94981246691,3.0,4.0,2.3927627617017433,5.0,4.891995996038325,2.3174004877146004,3.725978310940878,7.487868602413229
1383.3662688298693,2.0,20.0,0.0,8682.914013271016,5.0,4.0,1.1540665257814806,5.0,4.9194189598089375,3.5556473248511953,2.994598526041681,3.6185869254067957
96.27560387893826,2.0,5.0,0.0,3297.9705730439014,1.0,2.0,4.744404449009795,1.0,2.736100520602542,4.197833238459126,2.5598052781102103,2.9131291594407975
561.7928934060259,4.0,2.0,0.0,564.1636709057138,2.0,1.0,15.185732585410554,4.0,2.682070285153651,3.2206028046995523,2.179282656615374,5.999743939816589
245.93880446296077,1.0,13.0,0.0,5703.772443463254,3.0,3.0,5.903633347900495,5.0,4.6292560811223655,2.7613622393437076,4.3127597971633485,2.644858369848443
895.7074120415409,1.0,5.0,1.0,2059.704300481871,3.0,4.0,4.287034557976066,2.0,2.566146079654752,2.358374272727847,2.474119184145298,4.148264576663039
1879.2364470876876,2.0,12.0,0.0,8182.384003234855,4.0,3.0,4.350752359813729,5.0,4.1936136701929625,1.8854756157638863,4.635355761876122,6.184906227294902
1590.3009712666285,4.0,4.0,0.0,1907.38677260843,5.0,1.0,12.823003886688083,5.0,4.573155396648488,4.810037658664903,1.609420230565643,4.645786138865494
1811.3857992726448,3.0,15.0,1.0,6854.190045312308,5.0,3.0,1.8827853564556332,4.0,4.287927829851248,2.9422611268129932,4.134809267133296,7.665492020484718
575.8538499916444,1.0,4.0,0.0,613.1584052316759,2.0,2.0,7.311286984910322,2.0,2.0130231935353544,3.3791636188301606,2.120057157067208,7.3913149806140765
55.63011058270494,5.0,1.0,0.0,126.52660650412831,3.0,1.0,16.808318451719757,1.0,1.307486546723167,2.996633392739056,1.7210171178694145,7.658503334602098
837.2965894444748,5.0,8.0,1.0,1483.5251710824705,2.0,2.0,7.229166013926709,3.0,3.9852716660075482,4.155435190689735,4.473361696445641,5.397807882088095
572.2280640892499,5.0,2.0,0.0,1434.3690954680976,3.0,1.0,20.471557988656933,3.0,3.7361842484711727,4.192083853541277,3.0914220592591235,3.755352345142017
243.93865342156627,1.0,3.0,0.0,1598.5206929479739,6.0,1.0,10.201996440155774,3.0,2.492858852564755,3.670269259958892,1.9156429406315667,5.004078090789828
1741.6761910274615,1.0,7.0,0.0,4183.941749690487,1.0,2.0,2.0286584585677843,4.0,4.030185012036292,3.7380815786399597,4.633064414514843,3.7503154226525917
1115.20040388248,5.0,13.0,1.0,5628.477165018133,3.0,4.0,2.4014588947201814,4.0,3.4596842800955763,2.6193695051231947,4.412776656585137,7.949289953194972
280.65112706609733,2.0,14.0,0.0,1686.5783893366488,4.0,2.0,3.5230416653419696,4.0,3.4365313476318793,3.9695431000085173,3.961338017456062,4.26284990936492
1430.986597947374,1.0,10.0,0.0,3471.275252866832,3.0,3.0,3.825155162226212,3.0,3.1987376813811976,4.461298943601454,4.485899789700324,4.090621954498912
391.2606567176509,4.0,6.0,1.0,1897.9136339662632,8.0,3.0,3.671047767566041,4.0,3.8969830853569793,1.9937057943639065,2.403705666605288,9.490645121789655
345.7800405467814,5.0,4.0,1.0,2344.471010583198,2.0,2.0,10.314076132848497,2.0,2.29730386528883,1.9396202569805359,4.0484273377165305,3.0629966738558974
52.03517412812655,5.0,1.0,0.0,283.85186578831957,6.0,1.0,12.856141435019282,1.0,1.512437783474615,1.2255720264588268,1.2538507638676852,8.513479206231855
340.5800889179115,3.0,4.0,0.0,2375.8766483744234,2.0,3.0,5.276698243034941,3.0,3.2752625861721563,4.630168086129702,2.555207896251851,7.069706218826971
300.46978565110726,3.0,7.0,1.0,2164.7517705695795,2.0,3.0,6.2828949481940555,2.0,2.7706039939876455,2.6265667138856315,3.476156982547949,7.705595214365886
308.1683586111243,4.0,2.0,0.0,2330.296719815182,3.0,1.0,7.114033343136826,2.0,3.321020254078883,3.759981183244773,3.755786470752413,3.629238943124305
82.43937909186398,2.0,0.0,0.0,149.73852732589737,10.0,1.0,9.367630724402192,2.0,2.1042446493861275,2.0162566543332057,1.527683743738809,8.54031590967488
85.50026167961758,3.0,0.0,0.0,623.3719167235489,2.0,2.0,9.646269892520774,1.0,1.1644015900826954,2.838483092204839,3.3537698408685586,5.835691213475087
252.68540439962916,4.0,2.0,0.0,2682.265482279189,10.0,3.0,7.821946410408822,2.0,3.087610400450803,1.431830488250273,1.4811341246977041,8.950496737597208
534.7424037338172,1.0,18.0,0.0,3062.6029844389373,3.0,4.0,3.7130708805523716,5.0,4.42057221681954,4.954504966444578,4.026875377114326,6.088826891705317
1205.3277789164586,3.0,3.0,1.0,545.467896854083,9.0,2.0,13.621489710186466,2.0,2.262577476550225,4.207114828550338,1.8193089219937992,8.638805524073456
1052.745955869028,1.0,8.0,0.0,5541.1568517987125,7.0,4.0,4.395628223922761,4.0,3.3154130396713235,2.716761808631034,3.1651017939963517,4.554612875814873
566.562732143602,4.0,13.0,0.0,7117.209547679161,2.0,3.0,7.626376397995473,4.0,4.622986691480163,1.8759370530879904,3.2825248062048824,5.7220977424087955
240.97811580351802,3.0,4.0,0.0,709.4321296926396,6.0,1.0,6.367999868694357,1.0,1.8285652997783952,2.8059081158766537,1.831915050150041,7.031955651352046
1464.2871473645853,2.0,18.0,0.0,9511.632579324618,2.0,4.0,1.0236407828566148,4.0,4.279605935585003,4.1535518300880945,4.236686338231509,5.460533334029195
790.7206538666885,3.0,13.0,0.0,7645.22527473195,1.0,4.0,1.6380436509943312,5.0,4.811526549253382,3.130856991316194,4.513501526225401,4.870759226288838
108.86365463974276,3.0,3.0,0.0,226.50198923856678,2.0,2.0,19.543061440719846,1.0,1.6619791775051795,4.4486683711848345,2.461085165008744,6.642070088555806
354.52106457797413,1.0,18.0,0.0,7925.056293518358,2.0,3.0,1.4425468242604915,4.0,3.5973707132205313,2.8289396316226485,4.047777916693816,6.164146660349379
1009.1800771726516,2.0,11.0,0.0,6907.244633866976,2.0,3.0,1.6607213497138793,4.0,3.179612308606277,4.064807692808337,3.340020244565859,4.574611176723861
77.1019857023309,2.0,4.0,0.0,1021.0763636345044,8.0,2.0,4.962353910804404,1.0,1.213929833020468,1.548003662222242,1.1240529301528637,9.752662384457407
1127.3182216521,4.0,6.0,0.0,3147.3779654823747,2.0,3.0,4.877091146102495,3.0,3.5839067492855703,4.43199087360979,4.255663617690108,4.195665735566009
150.68249051012398,1.0,17.0,0.0,6499.489121791303,1.0,4.0,1.6239361903576826,1.0,2.1970497038345207,3.1443005801616426,4.308184786739372,4.316175099750785
199.87077009899122,3.0,0.0,1.0,183.18844254599134,9.0,1.0,15.744226023306599,1.0,1.4244094436479684,3.843430155740014,1.6530430603508628,8.267540735345833
1002.8610558802785,3.0,15.0,1.0,5292.156342421412,1.0,4.0,5.55162679979939,5.0,4.443870281690468,4.776860975823199,3.9428077352334086,2.812175955911993
744.5138248554101,2.0,5.0,1.0,5246.94986641451,5.0,4.0,2.0238100352903903,4.0,2.79981486056079,1.5628825027371624,2.730135059571421,6.943478957237969
1004.8704171234766,3.0,11.0,0.0,1866.458279452243,1.0,2.0,6.124672638061148,4.0,3.408475857375144,3.4569508347282607,3.7628664803556506,3.1421900585044904
266.37769055797935,2.0,11.0,0.0,6222.126366256787,1.0,3.0,6.0645161477552065,4.0,4.47047426823451,4.670338311522841,4.416489822259994,2.3540308773462653
1916.0574753380895,2.0,5.0,1.0,3314.737277692475,7.0,3.0,6.693605522451859,4.0,2.522391353007379,1.713725662170902,2.7312641677727645,9.282071666907921
285.55396075258864,3.0,8.0,0.0,2950.9734425536744,4.0,3.0,7.963590619060931,1.0,2.566323395584874,2.4390647884118186,2.5826849694117926,6.578206879429571
618.2738335125264,1.0,8.0,0.0,1281.8325289775544,3.0,4.0,3.567395306328011,4.0,3.0857626036554984,4.490083790089043,2.470043465566977,6.0879714179484
76.5354949787569,5.0,0.0,1.0,517.038741572249,10.0,1.0,11.39738212966546,1.0,1.162559475884808,1.1030716904771145,1.0947106996896194,9.908916691963586
145.68147932407632,1.0,4.0,0.0,1422.882716909258,2.0,1.0,8.217543653849043,3.0,3.2947157036519505,4.845640190613532,4.099782631520013,2.234726586389664
397.8080217860232,5.0,5.0,0.0,2689.184895753574,2.0,1.0,13.623524779175277,1.0,2.5682298870790627,1.18453891195163,2.078582560644926,5.470504462056332
991.1093654488702,1.0,9.0,0.0,7173.76982130708,4.0,4.0,4.506105068469037,5.0,4.766022488691989,4.19359542258798,4.109882292373619,2.187435589088171
994.8042220762331,4.0,8.0,0.0,3939.316289614915,4.0,3.0,8.774334311610412,4.0,4.168006609308961,1.9215605243073244,3.4156471378803848,5.147985291028001
587.9687182120019,5.0,9.0,0.0,1007.8324865058811,8.0,1.0,9.595239030364029,5.0,4.343695171006259,4.094820382319499,1.7063150726388239,7.378584485273946
1898.4024662514325,2.0,19.0,1.0,5380.236159063183,5.0,4.0,1.334137517580545,5.0,4.826182037546916,3.3866631279298125,4.557718460262462,6.903041416804382
744.5515540725871,4.0,12.0,1.0,1683.915504251211,4.0,2.0,4.585797800937348,3.0,3.9933749798433436,3.8438530139771983,3.7869108544645096,4.6849406351362
427.44836027375754,2.0,5.0,1.0,4676.700693849433,9.0,3.0,1.6226253611160182,3.0,2.5184275890815413,2.8117400964690007,1.4408425344126665,7.940346261924739
110.87677648266951,1.0,9.0,0.0,5735.60074562186,7.0,2.0,3.429779088155358,2.0,2.7179346647423097,2.715379161674336,1.6390154381951156,6.258752935501998
403.87776593198936,2.0,17.0,0.0,8436.88013003631,3.0,3.0,5.377910516162668,5.0,4.22068168190204,4.110651300401786,2.6622312840941698,5.792381529643605
460.87534077017557,4.0,6.0,0.0,1266.8624188994438,5.0,1.0,12.885939213832732,4.0,4.12555039836458,2.553050313633879,1.4023181923838035,9.417673570727455
605.5580271408442,5.0,0.0,1.0,524.5988402621459,5.0,2.0,16.26083800914464,3.0,1.9962156806168376,1.5366883770758695,1.8992831957407823,9.404665790837079
609.7746585638738,3.0,16.0,1.0,4596.347541405802,7.0,4.0,2.2814887390169503,3.0,3.499254595937707,1.5079039236240146,3.379942355397622,6.762298913765967
266.86043478978127,5.0,1.0,0.0,1929.342377287148,8.0,1.0,8.14720569421768,4.0,3.2217498087464116,2.620543120090913,2.6025523766699568,9.396819874351898
918.13757441011,1.0,13.0,0.0,5234.498161105072,5.0,4.0,1.409662933349162,3.0,3.320063844068698,2.4400601086967884,4.5857178805543075,3.037235352578181
210.34864421592042,2.0,11.0,0.0,988.9022073332593,4.0,2.0,4.114775282935444,1.0,2.5576403067745344,1.7168126221455506,3.1730410883452858,9.204876010164122
